original_name,space,space_name,dimension,cc_level,cc_sublevel,cc_level_name,cc_sublevel_name,group_label
dim_779,CC,Chemical Checker,779,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_780,CC,Chemical Checker,780,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_781,CC,Chemical Checker,781,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_782,CC,Chemical Checker,782,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_783,CC,Chemical Checker,783,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_784,CC,Chemical Checker,784,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_785,CC,Chemical Checker,785,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_786,CC,Chemical Checker,786,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_787,CC,Chemical Checker,787,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_788,CC,Chemical Checker,788,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_789,CC,Chemical Checker,789,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_790,CC,Chemical Checker,790,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_791,CC,Chemical Checker,791,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_792,CC,Chemical Checker,792,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_793,CC,Chemical Checker,793,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_794,CC,Chemical Checker,794,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_795,CC,Chemical Checker,795,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_796,CC,Chemical Checker,796,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_797,CC,Chemical Checker,797,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_798,CC,Chemical Checker,798,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_799,CC,Chemical Checker,799,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_800,CC,Chemical Checker,800,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_801,CC,Chemical Checker,801,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_802,CC,Chemical Checker,802,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_803,CC,Chemical Checker,803,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_804,CC,Chemical Checker,804,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_805,CC,Chemical Checker,805,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_806,CC,Chemical Checker,806,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_807,CC,Chemical Checker,807,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_808,CC,Chemical Checker,808,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_809,CC,Chemical Checker,809,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_810,CC,Chemical Checker,810,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_811,CC,Chemical Checker,811,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_812,CC,Chemical Checker,812,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_813,CC,Chemical Checker,813,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_814,CC,Chemical Checker,814,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_815,CC,Chemical Checker,815,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_816,CC,Chemical Checker,816,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_817,CC,Chemical Checker,817,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_818,CC,Chemical Checker,818,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_819,CC,Chemical Checker,819,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_820,CC,Chemical Checker,820,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_821,CC,Chemical Checker,821,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_822,CC,Chemical Checker,822,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_823,CC,Chemical Checker,823,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_824,CC,Chemical Checker,824,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_825,CC,Chemical Checker,825,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_826,CC,Chemical Checker,826,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_827,CC,Chemical Checker,827,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_828,CC,Chemical Checker,828,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_829,CC,Chemical Checker,829,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_830,CC,Chemical Checker,830,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_831,CC,Chemical Checker,831,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_832,CC,Chemical Checker,832,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_833,CC,Chemical Checker,833,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_834,CC,Chemical Checker,834,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_835,CC,Chemical Checker,835,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_836,CC,Chemical Checker,836,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_837,CC,Chemical Checker,837,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_838,CC,Chemical Checker,838,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_839,CC,Chemical Checker,839,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_840,CC,Chemical Checker,840,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_841,CC,Chemical Checker,841,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_842,CC,Chemical Checker,842,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_843,CC,Chemical Checker,843,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_844,CC,Chemical Checker,844,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_845,CC,Chemical Checker,845,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_846,CC,Chemical Checker,846,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_847,CC,Chemical Checker,847,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_848,CC,Chemical Checker,848,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_849,CC,Chemical Checker,849,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_850,CC,Chemical Checker,850,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_851,CC,Chemical Checker,851,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_852,CC,Chemical Checker,852,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_853,CC,Chemical Checker,853,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_854,CC,Chemical Checker,854,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_855,CC,Chemical Checker,855,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_856,CC,Chemical Checker,856,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_857,CC,Chemical Checker,857,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_858,CC,Chemical Checker,858,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_859,CC,Chemical Checker,859,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_860,CC,Chemical Checker,860,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_861,CC,Chemical Checker,861,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_862,CC,Chemical Checker,862,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_863,CC,Chemical Checker,863,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_864,CC,Chemical Checker,864,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_865,CC,Chemical Checker,865,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_866,CC,Chemical Checker,866,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_867,CC,Chemical Checker,867,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_868,CC,Chemical Checker,868,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_869,CC,Chemical Checker,869,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_870,CC,Chemical Checker,870,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_871,CC,Chemical Checker,871,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_872,CC,Chemical Checker,872,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_873,CC,Chemical Checker,873,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_874,CC,Chemical Checker,874,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_875,CC,Chemical Checker,875,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_876,CC,Chemical Checker,876,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_877,CC,Chemical Checker,877,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_878,CC,Chemical Checker,878,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_879,CC,Chemical Checker,879,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_880,CC,Chemical Checker,880,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_881,CC,Chemical Checker,881,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_882,CC,Chemical Checker,882,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_883,CC,Chemical Checker,883,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_884,CC,Chemical Checker,884,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_885,CC,Chemical Checker,885,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_886,CC,Chemical Checker,886,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_887,CC,Chemical Checker,887,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_888,CC,Chemical Checker,888,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_889,CC,Chemical Checker,889,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_890,CC,Chemical Checker,890,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_891,CC,Chemical Checker,891,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_892,CC,Chemical Checker,892,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_893,CC,Chemical Checker,893,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_894,CC,Chemical Checker,894,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_895,CC,Chemical Checker,895,B,B2,Targets,Metabolic genes,Targets / B2: Metabolic genes
dim_896,CC,Chemical Checker,896,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_897,CC,Chemical Checker,897,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_898,CC,Chemical Checker,898,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_899,CC,Chemical Checker,899,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_900,CC,Chemical Checker,900,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_901,CC,Chemical Checker,901,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_902,CC,Chemical Checker,902,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_903,CC,Chemical Checker,903,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_904,CC,Chemical Checker,904,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_905,CC,Chemical Checker,905,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_906,CC,Chemical Checker,906,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_907,CC,Chemical Checker,907,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_908,CC,Chemical Checker,908,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_909,CC,Chemical Checker,909,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_910,CC,Chemical Checker,910,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_911,CC,Chemical Checker,911,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_912,CC,Chemical Checker,912,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_913,CC,Chemical Checker,913,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_914,CC,Chemical Checker,914,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_915,CC,Chemical Checker,915,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_916,CC,Chemical Checker,916,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_917,CC,Chemical Checker,917,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_918,CC,Chemical Checker,918,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_919,CC,Chemical Checker,919,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_920,CC,Chemical Checker,920,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_921,CC,Chemical Checker,921,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_922,CC,Chemical Checker,922,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_923,CC,Chemical Checker,923,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_924,CC,Chemical Checker,924,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_925,CC,Chemical Checker,925,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_926,CC,Chemical Checker,926,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_927,CC,Chemical Checker,927,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_928,CC,Chemical Checker,928,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_929,CC,Chemical Checker,929,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_930,CC,Chemical Checker,930,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_931,CC,Chemical Checker,931,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_932,CC,Chemical Checker,932,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_933,CC,Chemical Checker,933,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_934,CC,Chemical Checker,934,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_935,CC,Chemical Checker,935,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_936,CC,Chemical Checker,936,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_937,CC,Chemical Checker,937,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_938,CC,Chemical Checker,938,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_939,CC,Chemical Checker,939,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_940,CC,Chemical Checker,940,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_941,CC,Chemical Checker,941,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_942,CC,Chemical Checker,942,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_943,CC,Chemical Checker,943,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_944,CC,Chemical Checker,944,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_945,CC,Chemical Checker,945,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_946,CC,Chemical Checker,946,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_947,CC,Chemical Checker,947,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_948,CC,Chemical Checker,948,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_949,CC,Chemical Checker,949,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_950,CC,Chemical Checker,950,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_951,CC,Chemical Checker,951,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_952,CC,Chemical Checker,952,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_953,CC,Chemical Checker,953,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_954,CC,Chemical Checker,954,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_955,CC,Chemical Checker,955,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_956,CC,Chemical Checker,956,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_957,CC,Chemical Checker,957,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_958,CC,Chemical Checker,958,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_959,CC,Chemical Checker,959,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_960,CC,Chemical Checker,960,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_961,CC,Chemical Checker,961,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_962,CC,Chemical Checker,962,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_963,CC,Chemical Checker,963,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_964,CC,Chemical Checker,964,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_965,CC,Chemical Checker,965,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_966,CC,Chemical Checker,966,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_967,CC,Chemical Checker,967,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_968,CC,Chemical Checker,968,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_969,CC,Chemical Checker,969,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_970,CC,Chemical Checker,970,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_971,CC,Chemical Checker,971,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_972,CC,Chemical Checker,972,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_973,CC,Chemical Checker,973,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_974,CC,Chemical Checker,974,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_975,CC,Chemical Checker,975,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_976,CC,Chemical Checker,976,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_977,CC,Chemical Checker,977,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_978,CC,Chemical Checker,978,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_979,CC,Chemical Checker,979,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_980,CC,Chemical Checker,980,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_981,CC,Chemical Checker,981,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_982,CC,Chemical Checker,982,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_983,CC,Chemical Checker,983,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_984,CC,Chemical Checker,984,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_985,CC,Chemical Checker,985,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_986,CC,Chemical Checker,986,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_987,CC,Chemical Checker,987,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_988,CC,Chemical Checker,988,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_989,CC,Chemical Checker,989,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_990,CC,Chemical Checker,990,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_991,CC,Chemical Checker,991,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_992,CC,Chemical Checker,992,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_993,CC,Chemical Checker,993,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_994,CC,Chemical Checker,994,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_995,CC,Chemical Checker,995,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_996,CC,Chemical Checker,996,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_997,CC,Chemical Checker,997,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_998,CC,Chemical Checker,998,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_999,CC,Chemical Checker,999,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1000,CC,Chemical Checker,1000,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1001,CC,Chemical Checker,1001,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1002,CC,Chemical Checker,1002,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1003,CC,Chemical Checker,1003,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1004,CC,Chemical Checker,1004,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1005,CC,Chemical Checker,1005,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1006,CC,Chemical Checker,1006,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1007,CC,Chemical Checker,1007,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1008,CC,Chemical Checker,1008,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1009,CC,Chemical Checker,1009,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1010,CC,Chemical Checker,1010,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1011,CC,Chemical Checker,1011,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1012,CC,Chemical Checker,1012,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1013,CC,Chemical Checker,1013,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1014,CC,Chemical Checker,1014,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1015,CC,Chemical Checker,1015,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1016,CC,Chemical Checker,1016,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1017,CC,Chemical Checker,1017,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1018,CC,Chemical Checker,1018,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1019,CC,Chemical Checker,1019,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1020,CC,Chemical Checker,1020,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1021,CC,Chemical Checker,1021,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1022,CC,Chemical Checker,1022,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1023,CC,Chemical Checker,1023,B,B3,Targets,Crystals,Targets / B3: Crystals
dim_1024,CC,Chemical Checker,1024,B,B4,Targets,Binding,Targets / B4: Binding
dim_1025,CC,Chemical Checker,1025,B,B4,Targets,Binding,Targets / B4: Binding
dim_1026,CC,Chemical Checker,1026,B,B4,Targets,Binding,Targets / B4: Binding
dim_1027,CC,Chemical Checker,1027,B,B4,Targets,Binding,Targets / B4: Binding
dim_1028,CC,Chemical Checker,1028,B,B4,Targets,Binding,Targets / B4: Binding
dim_1029,CC,Chemical Checker,1029,B,B4,Targets,Binding,Targets / B4: Binding
dim_1030,CC,Chemical Checker,1030,B,B4,Targets,Binding,Targets / B4: Binding
dim_1031,CC,Chemical Checker,1031,B,B4,Targets,Binding,Targets / B4: Binding
dim_1032,CC,Chemical Checker,1032,B,B4,Targets,Binding,Targets / B4: Binding
dim_1033,CC,Chemical Checker,1033,B,B4,Targets,Binding,Targets / B4: Binding
dim_1034,CC,Chemical Checker,1034,B,B4,Targets,Binding,Targets / B4: Binding
dim_1035,CC,Chemical Checker,1035,B,B4,Targets,Binding,Targets / B4: Binding
dim_1036,CC,Chemical Checker,1036,B,B4,Targets,Binding,Targets / B4: Binding
dim_1037,CC,Chemical Checker,1037,B,B4,Targets,Binding,Targets / B4: Binding
dim_1038,CC,Chemical Checker,1038,B,B4,Targets,Binding,Targets / B4: Binding
dim_1039,CC,Chemical Checker,1039,B,B4,Targets,Binding,Targets / B4: Binding
dim_1040,CC,Chemical Checker,1040,B,B4,Targets,Binding,Targets / B4: Binding
dim_1041,CC,Chemical Checker,1041,B,B4,Targets,Binding,Targets / B4: Binding
dim_1042,CC,Chemical Checker,1042,B,B4,Targets,Binding,Targets / B4: Binding
dim_1043,CC,Chemical Checker,1043,B,B4,Targets,Binding,Targets / B4: Binding
dim_1044,CC,Chemical Checker,1044,B,B4,Targets,Binding,Targets / B4: Binding
dim_1045,CC,Chemical Checker,1045,B,B4,Targets,Binding,Targets / B4: Binding
dim_1046,CC,Chemical Checker,1046,B,B4,Targets,Binding,Targets / B4: Binding
dim_1047,CC,Chemical Checker,1047,B,B4,Targets,Binding,Targets / B4: Binding
dim_1048,CC,Chemical Checker,1048,B,B4,Targets,Binding,Targets / B4: Binding
dim_1049,CC,Chemical Checker,1049,B,B4,Targets,Binding,Targets / B4: Binding
dim_1050,CC,Chemical Checker,1050,B,B4,Targets,Binding,Targets / B4: Binding
dim_1051,CC,Chemical Checker,1051,B,B4,Targets,Binding,Targets / B4: Binding
dim_1052,CC,Chemical Checker,1052,B,B4,Targets,Binding,Targets / B4: Binding
dim_1053,CC,Chemical Checker,1053,B,B4,Targets,Binding,Targets / B4: Binding
dim_1054,CC,Chemical Checker,1054,B,B4,Targets,Binding,Targets / B4: Binding
dim_1055,CC,Chemical Checker,1055,B,B4,Targets,Binding,Targets / B4: Binding
dim_1056,CC,Chemical Checker,1056,B,B4,Targets,Binding,Targets / B4: Binding
dim_1057,CC,Chemical Checker,1057,B,B4,Targets,Binding,Targets / B4: Binding
dim_1058,CC,Chemical Checker,1058,B,B4,Targets,Binding,Targets / B4: Binding
dim_1059,CC,Chemical Checker,1059,B,B4,Targets,Binding,Targets / B4: Binding
dim_1060,CC,Chemical Checker,1060,B,B4,Targets,Binding,Targets / B4: Binding
dim_1061,CC,Chemical Checker,1061,B,B4,Targets,Binding,Targets / B4: Binding
dim_1062,CC,Chemical Checker,1062,B,B4,Targets,Binding,Targets / B4: Binding
dim_1063,CC,Chemical Checker,1063,B,B4,Targets,Binding,Targets / B4: Binding
dim_1064,CC,Chemical Checker,1064,B,B4,Targets,Binding,Targets / B4: Binding
dim_1065,CC,Chemical Checker,1065,B,B4,Targets,Binding,Targets / B4: Binding
dim_1066,CC,Chemical Checker,1066,B,B4,Targets,Binding,Targets / B4: Binding
dim_1067,CC,Chemical Checker,1067,B,B4,Targets,Binding,Targets / B4: Binding
dim_1068,CC,Chemical Checker,1068,B,B4,Targets,Binding,Targets / B4: Binding
dim_1069,CC,Chemical Checker,1069,B,B4,Targets,Binding,Targets / B4: Binding
dim_1070,CC,Chemical Checker,1070,B,B4,Targets,Binding,Targets / B4: Binding
dim_1071,CC,Chemical Checker,1071,B,B4,Targets,Binding,Targets / B4: Binding
dim_1072,CC,Chemical Checker,1072,B,B4,Targets,Binding,Targets / B4: Binding
dim_1073,CC,Chemical Checker,1073,B,B4,Targets,Binding,Targets / B4: Binding
dim_1074,CC,Chemical Checker,1074,B,B4,Targets,Binding,Targets / B4: Binding
dim_1075,CC,Chemical Checker,1075,B,B4,Targets,Binding,Targets / B4: Binding
dim_1076,CC,Chemical Checker,1076,B,B4,Targets,Binding,Targets / B4: Binding
dim_1077,CC,Chemical Checker,1077,B,B4,Targets,Binding,Targets / B4: Binding
dim_1078,CC,Chemical Checker,1078,B,B4,Targets,Binding,Targets / B4: Binding
