original_name,space,space_name,dimension,cc_level,cc_sublevel,cc_level_name,cc_sublevel_name,group_label
dim_1690,CC,Chemical Checker,1690,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1691,CC,Chemical Checker,1691,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1692,CC,Chemical Checker,1692,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1693,CC,Chemical Checker,1693,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1694,CC,Chemical Checker,1694,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1695,CC,Chemical Checker,1695,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1696,CC,Chemical Checker,1696,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1697,CC,Chemical Checker,1697,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1698,CC,Chemical Checker,1698,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1699,CC,Chemical Checker,1699,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1700,CC,Chemical Checker,1700,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1701,CC,Chemical Checker,1701,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1702,CC,Chemical Checker,1702,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1703,CC,Chemical Checker,1703,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1704,CC,Chemical Checker,1704,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1705,CC,Chemical Checker,1705,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1706,CC,Chemical Checker,1706,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1707,CC,Chemical Checker,1707,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1708,CC,Chemical Checker,1708,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1709,CC,Chemical Checker,1709,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1710,CC,Chemical Checker,1710,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1711,CC,Chemical Checker,1711,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1712,CC,Chemical Checker,1712,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1713,CC,Chemical Checker,1713,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1714,CC,Chemical Checker,1714,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1715,CC,Chemical Checker,1715,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1716,CC,Chemical Checker,1716,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1717,CC,Chemical Checker,1717,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1718,CC,Chemical Checker,1718,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1719,CC,Chemical Checker,1719,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1720,CC,Chemical Checker,1720,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1721,CC,Chemical Checker,1721,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1722,CC,Chemical Checker,1722,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1723,CC,Chemical Checker,1723,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1724,CC,Chemical Checker,1724,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1725,CC,Chemical Checker,1725,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1726,CC,Chemical Checker,1726,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1727,CC,Chemical Checker,1727,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1728,CC,Chemical Checker,1728,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1729,CC,Chemical Checker,1729,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1730,CC,Chemical Checker,1730,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1731,CC,Chemical Checker,1731,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1732,CC,Chemical Checker,1732,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1733,CC,Chemical Checker,1733,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1734,CC,Chemical Checker,1734,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1735,CC,Chemical Checker,1735,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1736,CC,Chemical Checker,1736,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1737,CC,Chemical Checker,1737,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1738,CC,Chemical Checker,1738,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1739,CC,Chemical Checker,1739,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1740,CC,Chemical Checker,1740,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1741,CC,Chemical Checker,1741,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1742,CC,Chemical Checker,1742,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1743,CC,Chemical Checker,1743,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1744,CC,Chemical Checker,1744,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1745,CC,Chemical Checker,1745,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1746,CC,Chemical Checker,1746,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1747,CC,Chemical Checker,1747,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1748,CC,Chemical Checker,1748,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1749,CC,Chemical Checker,1749,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1750,CC,Chemical Checker,1750,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1751,CC,Chemical Checker,1751,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1752,CC,Chemical Checker,1752,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1753,CC,Chemical Checker,1753,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1754,CC,Chemical Checker,1754,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1755,CC,Chemical Checker,1755,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1756,CC,Chemical Checker,1756,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1757,CC,Chemical Checker,1757,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1758,CC,Chemical Checker,1758,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1759,CC,Chemical Checker,1759,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1760,CC,Chemical Checker,1760,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1761,CC,Chemical Checker,1761,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1762,CC,Chemical Checker,1762,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1763,CC,Chemical Checker,1763,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1764,CC,Chemical Checker,1764,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1765,CC,Chemical Checker,1765,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1766,CC,Chemical Checker,1766,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1767,CC,Chemical Checker,1767,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1768,CC,Chemical Checker,1768,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1769,CC,Chemical Checker,1769,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1770,CC,Chemical Checker,1770,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1771,CC,Chemical Checker,1771,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1772,CC,Chemical Checker,1772,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1773,CC,Chemical Checker,1773,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1774,CC,Chemical Checker,1774,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1775,CC,Chemical Checker,1775,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1776,CC,Chemical Checker,1776,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1777,CC,Chemical Checker,1777,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1778,CC,Chemical Checker,1778,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1779,CC,Chemical Checker,1779,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1780,CC,Chemical Checker,1780,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1781,CC,Chemical Checker,1781,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1782,CC,Chemical Checker,1782,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1783,CC,Chemical Checker,1783,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1784,CC,Chemical Checker,1784,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1785,CC,Chemical Checker,1785,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1786,CC,Chemical Checker,1786,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1787,CC,Chemical Checker,1787,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1788,CC,Chemical Checker,1788,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1789,CC,Chemical Checker,1789,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1790,CC,Chemical Checker,1790,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1791,CC,Chemical Checker,1791,C,C4,Networks,Biological processes,Networks / C4: Biological processes
dim_1792,CC,Chemical Checker,1792,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1793,CC,Chemical Checker,1793,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1794,CC,Chemical Checker,1794,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1795,CC,Chemical Checker,1795,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1796,CC,Chemical Checker,1796,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1797,CC,Chemical Checker,1797,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1798,CC,Chemical Checker,1798,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1799,CC,Chemical Checker,1799,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1800,CC,Chemical Checker,1800,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1801,CC,Chemical Checker,1801,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1802,CC,Chemical Checker,1802,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1803,CC,Chemical Checker,1803,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1804,CC,Chemical Checker,1804,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1805,CC,Chemical Checker,1805,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1806,CC,Chemical Checker,1806,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1807,CC,Chemical Checker,1807,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1808,CC,Chemical Checker,1808,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1809,CC,Chemical Checker,1809,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1810,CC,Chemical Checker,1810,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1811,CC,Chemical Checker,1811,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1812,CC,Chemical Checker,1812,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1813,CC,Chemical Checker,1813,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1814,CC,Chemical Checker,1814,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1815,CC,Chemical Checker,1815,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1816,CC,Chemical Checker,1816,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1817,CC,Chemical Checker,1817,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1818,CC,Chemical Checker,1818,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1819,CC,Chemical Checker,1819,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1820,CC,Chemical Checker,1820,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1821,CC,Chemical Checker,1821,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1822,CC,Chemical Checker,1822,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1823,CC,Chemical Checker,1823,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1824,CC,Chemical Checker,1824,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1825,CC,Chemical Checker,1825,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1826,CC,Chemical Checker,1826,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1827,CC,Chemical Checker,1827,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1828,CC,Chemical Checker,1828,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1829,CC,Chemical Checker,1829,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1830,CC,Chemical Checker,1830,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1831,CC,Chemical Checker,1831,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1832,CC,Chemical Checker,1832,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1833,CC,Chemical Checker,1833,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1834,CC,Chemical Checker,1834,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1835,CC,Chemical Checker,1835,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1836,CC,Chemical Checker,1836,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1837,CC,Chemical Checker,1837,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1838,CC,Chemical Checker,1838,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1839,CC,Chemical Checker,1839,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1840,CC,Chemical Checker,1840,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1841,CC,Chemical Checker,1841,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1842,CC,Chemical Checker,1842,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1843,CC,Chemical Checker,1843,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1844,CC,Chemical Checker,1844,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1845,CC,Chemical Checker,1845,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1846,CC,Chemical Checker,1846,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1847,CC,Chemical Checker,1847,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1848,CC,Chemical Checker,1848,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1849,CC,Chemical Checker,1849,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1850,CC,Chemical Checker,1850,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1851,CC,Chemical Checker,1851,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1852,CC,Chemical Checker,1852,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1853,CC,Chemical Checker,1853,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1854,CC,Chemical Checker,1854,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1855,CC,Chemical Checker,1855,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1856,CC,Chemical Checker,1856,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1857,CC,Chemical Checker,1857,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1858,CC,Chemical Checker,1858,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1859,CC,Chemical Checker,1859,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1860,CC,Chemical Checker,1860,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1861,CC,Chemical Checker,1861,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1862,CC,Chemical Checker,1862,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1863,CC,Chemical Checker,1863,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1864,CC,Chemical Checker,1864,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1865,CC,Chemical Checker,1865,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1866,CC,Chemical Checker,1866,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1867,CC,Chemical Checker,1867,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1868,CC,Chemical Checker,1868,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1869,CC,Chemical Checker,1869,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1870,CC,Chemical Checker,1870,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1871,CC,Chemical Checker,1871,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1872,CC,Chemical Checker,1872,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1873,CC,Chemical Checker,1873,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1874,CC,Chemical Checker,1874,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1875,CC,Chemical Checker,1875,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1876,CC,Chemical Checker,1876,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1877,CC,Chemical Checker,1877,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1878,CC,Chemical Checker,1878,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1879,CC,Chemical Checker,1879,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1880,CC,Chemical Checker,1880,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1881,CC,Chemical Checker,1881,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1882,CC,Chemical Checker,1882,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1883,CC,Chemical Checker,1883,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1884,CC,Chemical Checker,1884,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1885,CC,Chemical Checker,1885,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1886,CC,Chemical Checker,1886,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1887,CC,Chemical Checker,1887,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1888,CC,Chemical Checker,1888,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1889,CC,Chemical Checker,1889,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1890,CC,Chemical Checker,1890,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1891,CC,Chemical Checker,1891,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1892,CC,Chemical Checker,1892,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1893,CC,Chemical Checker,1893,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1894,CC,Chemical Checker,1894,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1895,CC,Chemical Checker,1895,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1896,CC,Chemical Checker,1896,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1897,CC,Chemical Checker,1897,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1898,CC,Chemical Checker,1898,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1899,CC,Chemical Checker,1899,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1900,CC,Chemical Checker,1900,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1901,CC,Chemical Checker,1901,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1902,CC,Chemical Checker,1902,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1903,CC,Chemical Checker,1903,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1904,CC,Chemical Checker,1904,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1905,CC,Chemical Checker,1905,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1906,CC,Chemical Checker,1906,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1907,CC,Chemical Checker,1907,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1908,CC,Chemical Checker,1908,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1909,CC,Chemical Checker,1909,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1910,CC,Chemical Checker,1910,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1911,CC,Chemical Checker,1911,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1912,CC,Chemical Checker,1912,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1913,CC,Chemical Checker,1913,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1914,CC,Chemical Checker,1914,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1915,CC,Chemical Checker,1915,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1916,CC,Chemical Checker,1916,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1917,CC,Chemical Checker,1917,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1918,CC,Chemical Checker,1918,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1919,CC,Chemical Checker,1919,C,C5,Networks,Interactome,Networks / C5: Interactome
dim_1920,CC,Chemical Checker,1920,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1921,CC,Chemical Checker,1921,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1922,CC,Chemical Checker,1922,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1923,CC,Chemical Checker,1923,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1924,CC,Chemical Checker,1924,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1925,CC,Chemical Checker,1925,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1926,CC,Chemical Checker,1926,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1927,CC,Chemical Checker,1927,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1928,CC,Chemical Checker,1928,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1929,CC,Chemical Checker,1929,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1930,CC,Chemical Checker,1930,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1931,CC,Chemical Checker,1931,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1932,CC,Chemical Checker,1932,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1933,CC,Chemical Checker,1933,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1934,CC,Chemical Checker,1934,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1935,CC,Chemical Checker,1935,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1936,CC,Chemical Checker,1936,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1937,CC,Chemical Checker,1937,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1938,CC,Chemical Checker,1938,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1939,CC,Chemical Checker,1939,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1940,CC,Chemical Checker,1940,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1941,CC,Chemical Checker,1941,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1942,CC,Chemical Checker,1942,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1943,CC,Chemical Checker,1943,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1944,CC,Chemical Checker,1944,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1945,CC,Chemical Checker,1945,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1946,CC,Chemical Checker,1946,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1947,CC,Chemical Checker,1947,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1948,CC,Chemical Checker,1948,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1949,CC,Chemical Checker,1949,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1950,CC,Chemical Checker,1950,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1951,CC,Chemical Checker,1951,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1952,CC,Chemical Checker,1952,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1953,CC,Chemical Checker,1953,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1954,CC,Chemical Checker,1954,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1955,CC,Chemical Checker,1955,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1956,CC,Chemical Checker,1956,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1957,CC,Chemical Checker,1957,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1958,CC,Chemical Checker,1958,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1959,CC,Chemical Checker,1959,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1960,CC,Chemical Checker,1960,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1961,CC,Chemical Checker,1961,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1962,CC,Chemical Checker,1962,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1963,CC,Chemical Checker,1963,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1964,CC,Chemical Checker,1964,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1965,CC,Chemical Checker,1965,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1966,CC,Chemical Checker,1966,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1967,CC,Chemical Checker,1967,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1968,CC,Chemical Checker,1968,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1969,CC,Chemical Checker,1969,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1970,CC,Chemical Checker,1970,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1971,CC,Chemical Checker,1971,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1972,CC,Chemical Checker,1972,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1973,CC,Chemical Checker,1973,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1974,CC,Chemical Checker,1974,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1975,CC,Chemical Checker,1975,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1976,CC,Chemical Checker,1976,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1977,CC,Chemical Checker,1977,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1978,CC,Chemical Checker,1978,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1979,CC,Chemical Checker,1979,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1980,CC,Chemical Checker,1980,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1981,CC,Chemical Checker,1981,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1982,CC,Chemical Checker,1982,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1983,CC,Chemical Checker,1983,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1984,CC,Chemical Checker,1984,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1985,CC,Chemical Checker,1985,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1986,CC,Chemical Checker,1986,D,D1,Cells,Transcription,Cells / D1: Transcription
dim_1987,CC,Chemical Checker,1987,D,D1,Cells,Transcription,Cells / D1: Transcription
