Drug A,Drug B,Drug A Inchikey,Drug B Inchikey,Drug Pair
linezolid,omeprazole,TYZROVQLWOKYKF-ZDUSSCGKSA-N,KWORUUGOSLYAGD-UHFFFAOYSA-N,"('KWORUUGOSLYAGD-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
telithromycin,thymol,LJVAJPDWBABPEJ-PNUFFHFMSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'MGSRCZKZVOBKFT-UHFFFAOYSA-N')"
ciprofloxacin,telithromycin,MYSWGUAQZAJSOK-UHFFFAOYSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
mitomycin c,telithromycin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
nitrofurantoin,telithromycin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
caffeine,telithromycin,RYYVLZVUVIJVGH-UHFFFAOYSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
celecoxib,telithromycin,RZEKVGVHFLEQIL-UHFFFAOYSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'RZEKVGVHFLEQIL-UHFFFAOYSA-N')"
linezolid,telithromycin,TYZROVQLWOKYKF-ZDUSSCGKSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
spectinomycin,telithromycin,UNFWWIHTNXNPBV-WXKVUWSESA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
metronidazole,telithromycin,VAOCPAMSLUNLGC-UHFFFAOYSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
benzalkonium,telithromycin,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
amoxicillin,amikacin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
amikacin,a22,LKCWBDHBTVXHDL-RMDFUYIESA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
amikacin,procaine,LKCWBDHBTVXHDL-RMDFUYIESA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
amikacin,azithromycin,LKCWBDHBTVXHDL-RMDFUYIESA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
amikacin,vanillin,LKCWBDHBTVXHDL-RMDFUYIESA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
ciprofloxacin,amikacin,MYSWGUAQZAJSOK-UHFFFAOYSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
amikacin,tobramycin,LKCWBDHBTVXHDL-RMDFUYIESA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
amikacin,mitomycin c,LKCWBDHBTVXHDL-RMDFUYIESA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
amikacin,nitrofurantoin,LKCWBDHBTVXHDL-RMDFUYIESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
amikacin,bleomycin,LKCWBDHBTVXHDL-RMDFUYIESA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
amikacin,cefaclor,LKCWBDHBTVXHDL-RMDFUYIESA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
amikacin,puromycin,LKCWBDHBTVXHDL-RMDFUYIESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
amikacin,ciclopirox,LKCWBDHBTVXHDL-RMDFUYIESA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')"
amikacin,cefsulodin,LKCWBDHBTVXHDL-RMDFUYIESA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
amikacin,erythromycin,LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
spectinomycin,amikacin,UNFWWIHTNXNPBV-WXKVUWSESA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
amikacin,metronidazole,LKCWBDHBTVXHDL-RMDFUYIESA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
amikacin,curcumin,LKCWBDHBTVXHDL-RMDFUYIESA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
amikacin,benzalkonium,LKCWBDHBTVXHDL-RMDFUYIESA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,amikacin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
amikacin,egcg,LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
polymyxin b,amikacin,WQVJHHACXVLGBL-BPJDFBQWSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,minocycline,LKCWBDHBTVXHDL-RMDFUYIESA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
amikacin,aztreonam,LKCWBDHBTVXHDL-RMDFUYIESA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
amikacin,metformin,LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
amikacin,berberine,LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
novobiocin,amikacin,YJQPYGGHQPGBLI-KGSXXDOSSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
amikacin,colistin,LKCWBDHBTVXHDL-RMDFUYIESA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
fosfomycin,amikacin,YMDXZJFXQJVXBF-STHAYSLISA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
amikacin,pyocyanin,LKCWBDHBTVXHDL-RMDFUYIESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
amikacin,streptozotocin,LKCWBDHBTVXHDL-RMDFUYIESA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
amikacin,imipenem,LKCWBDHBTVXHDL-RMDFUYIESA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
amoxicillin,a22,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
amoxicillin,procaine,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
amoxicillin,azithromycin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
amoxicillin,vanillin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
amoxicillin,ciprofloxacin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
amoxicillin,tamoxifene,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NKANXQFJJICGDU-QPLCGJKRSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NKANXQFJJICGDU-QPLCGJKRSA-N')"
amoxicillin,tobramycin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
amoxicillin,mitomycin c,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
amoxicillin,nitrofurantoin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
amoxicillin,lincomycin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
amoxicillin,cefaclor,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
amoxicillin,puromycin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
amoxicillin,caffeine,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
amoxicillin,celecoxib,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,RZEKVGVHFLEQIL-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'RZEKVGVHFLEQIL-UHFFFAOYSA-N')"
amoxicillin,ciclopirox,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')"
amoxicillin,cefsulodin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
amoxicillin,diacerein,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,TYNLGDBUJLVSMA-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'TYNLGDBUJLVSMA-UHFFFAOYSA-N')"
amoxicillin,linezolid,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
amoxicillin,cccp,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
amoxicillin,erythromycin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
amoxicillin,spectinomycin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
amoxicillin,oxacillin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
amoxicillin,curcumin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
amoxicillin,benzalkonium,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
amoxicillin,chloramphenicol,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
amoxicillin,polymyxin b,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amoxicillin,aztreonam,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
amoxicillin,metformin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
amoxicillin,berberine,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
amoxicillin,novobiocin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
amoxicillin,colistin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
amoxicillin,fosfomycin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
amoxicillin,pyocyanin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
amoxicillin,imipenem,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
procaine,a22,MFDFERRIHVXMIY-UHFFFAOYSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
vanillin,a22,MWOOGOJBHIARFG-UHFFFAOYSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
a22,mitomycin c,LZTCFLDZLBOLDW-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
nitrofurantoin,a22,NXFQHRVNIOXGAQ-YCRREMRBSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
a22,bleomycin,LZTCFLDZLBOLDW-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
cefaclor,a22,QYIYFLOTGYLRGG-GPCCPHFNSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
a22,puromycin,LZTCFLDZLBOLDW-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
cefsulodin,a22,SYLKGLMBLAAGSC-QLVMHMETSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
oxacillin,a22,UWYHMGVUTGAWSP-JKIFEVAISA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
a22,curcumin,LZTCFLDZLBOLDW-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
chloramphenicol,a22,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
a22,egcg,LZTCFLDZLBOLDW-UHFFFAOYSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
sulfamonomethoxine,a22,WMPXPUYPYQKQCX-UHFFFAOYSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
a22,minocycline,LZTCFLDZLBOLDW-UHFFFAOYSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
a22,aztreonam,LZTCFLDZLBOLDW-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
a22,metformin,LZTCFLDZLBOLDW-UHFFFAOYSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
a22,berberine,LZTCFLDZLBOLDW-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
novobiocin,a22,YJQPYGGHQPGBLI-KGSXXDOSSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
a22,colistin,LZTCFLDZLBOLDW-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
fosfomycin,a22,YMDXZJFXQJVXBF-STHAYSLISA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
a22,pyocyanin,LZTCFLDZLBOLDW-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
a22,imipenem,LZTCFLDZLBOLDW-UHFFFAOYSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
procaine,pseudomonic acid,MFDFERRIHVXMIY-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
procaine,azithromycin,MFDFERRIHVXMIY-UHFFFAOYSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
ciprofloxacin,procaine,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
procaine,tobramycin,MFDFERRIHVXMIY-UHFFFAOYSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
procaine,mitomycin c,MFDFERRIHVXMIY-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
procaine,nitrofurantoin,MFDFERRIHVXMIY-UHFFFAOYSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
procaine,bleomycin,MFDFERRIHVXMIY-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
cefaclor,procaine,QYIYFLOTGYLRGG-GPCCPHFNSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
procaine,puromycin,MFDFERRIHVXMIY-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
