feature,importance_gain_mean,importance_gain_std
cos_elem_3141,35.71359463334083,26.343379634970482
euc_elem_2144,35.599845284223555,18.08853222085766
euc_elem_1915,35.39373570084572,36.52689049939682
cos_elem_799,35.36337511241436,20.954657342509858
euc_elem_1998,35.3538879096508,21.782436284387565
euc_elem_2084,35.303015834093095,17.92132271299208
cos_elem_1728,35.22849258184433,18.108422461078224
euc_elem_2050,35.223361772298816,16.621442886829854
cos_elem_1726,35.19560962319374,23.37414733016558
cos_elem_610,35.14127395153046,25.59082124650201
cos_elem_3238,35.03099609613419,28.92863059830176
euc_elem_2615,35.0094338953495,17.537643729007613
cos_elem_1722,34.9612371340394,9.806920780418166
euc_elem_465,34.96096837371588,15.187920671057743
cos_elem_2254,34.81606092453003,23.54761949434673
euc_elem_1693,34.80873082876205,32.264210335336536
cos_elem_702,34.76814363002777,14.779132974979493
cos_elem_1316,34.71894288063049,13.815234802117677
euc_elem_647,34.613536758720876,33.87394360851709
cos_elem_2663,34.530531191825865,10.150650419125169
euc_elem_1726,34.521688503026965,17.42361354079612
cos_elem_94,34.504620149731636,16.703341321706237
cos_elem_3243,34.4541820526123,13.843659551755673
cos_elem_3227,34.37810564041138,12.71712958145608
euc_elem_834,34.30462293624878,15.810957118520324
cos_elem_827,34.26408393681049,23.08973001746056
euc_elem_1919,34.230219876766206,31.110920359879916
cos_elem_1022,34.216835510730746,29.817333068884167
cos_elem_908,34.212211394309996,19.98193809195202
cos_elem_1096,34.09171253740787,22.628484230689253
cos_elem_857,33.96144080162048,24.361889622561048
cos_elem_1561,33.96034789085388,26.084639449323152
euc_elem_2326,33.94173223972321,14.279778460465177
euc_elem_433,33.93980919420719,22.068712109344155
cos_elem_2412,33.918897819519046,15.024843543465982
cos_elem_2215,33.895376628637315,26.6742155160795
euc_elem_742,33.88008423447609,16.986546941260254
cos_elem_2617,33.776928471773864,9.057481184739316
cos_elem_643,33.7413448035717,24.090488062280354
euc_elem_2341,33.68859980106354,27.122271211252457
euc_elem_169,33.66019620299339,25.36574975168445
euc_elem_270,33.65923027992248,9.506587775216888
cos_elem_1891,33.606201137602326,21.23723032777875
euc_elem_259,33.60562444031238,24.654754526671358
euc_elem_2173,33.57667169570923,11.972028279602537
euc_elem_1521,33.521222829818726,19.200471040774616
euc_elem_2427,33.46605944037437,28.42118110160283
euc_elem_2494,33.41875127851963,12.585661296341016
euc_elem_1679,33.33833618760109,12.683605121820573
euc_elem_1572,33.24858691394329,18.791549029750282
cos_elem_1853,33.22893293499946,22.59165016723324
cos_elem_182,33.198817050457,11.650148973995826
euc_elem_1993,33.116005742549895,12.064703987657143
euc_elem_1789,33.11134420633316,11.54202778566243
euc_elem_1853,33.09090490043163,20.85234950016285
euc_elem_3321,33.037768465280536,34.23803951072489
cos_elem_1139,32.96367311477661,19.503113022710533
cos_elem_3240,32.779103201627734,22.694695227386667
euc_elem_1841,32.73720149844885,14.390143866562653
euc_elem_359,32.694178611040115,25.04816948502732
euc_elem_645,32.662043458223344,18.972201569677015
euc_elem_2175,32.62962490320206,21.261613326064825
euc_elem_1723,32.602849489450456,18.8657545244469
euc_elem_1676,32.59357963204384,19.769214176103546
cos_elem_1686,32.580080300569534,26.474116628513386
euc_elem_908,32.42866498678923,24.029213221959882
euc_elem_1509,32.42646097540855,24.43012305372322
euc_elem_1380,32.350724935531616,27.83945602520383
cos_elem_1560,32.289159941673276,11.92377764867944
cos_elem_924,32.27479121237993,37.84497798725627
cos_elem_1473,32.223660472035405,22.674706858089895
euc_elem_2799,32.08635357618332,9.659542979747103
cos_elem_3157,32.07675537914038,18.551416475743174
euc_elem_1282,31.985141156613828,36.47501401834697
cos_elem_70,31.930863547325135,18.46219645233446
cos_elem_3199,31.870457598567008,25.19169319318781
