drug,inchikey,level,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
clofazimine,WDQPAMHFFCXSNU-UHFFFAOYSA-N,D3,-0.074165799,0.029997407,-0.078545168,0.032100879,0.082983121,-0.108427458,0.07941737,0.027695069,-0.108081251,0.033809438,-0.108412661,0.042724036,-0.025834769,-0.062134746,0.040108982,-0.103244506,-0.105578803,0.075349011,-0.108075581,-0.10888233,0.093670651,0.092132345,0.069258444,0.078054667,-0.093401261,-0.10600435,-0.082475647,-0.109021083,-0.097228773,0.101285629,0.106180094,0.042601734,-0.048099566,0.055947494,-0.04588506,-0.079689987,-0.09901879,-0.108996488,-0.078354664,-0.109614827,-0.105683908,-0.103960074,-0.09368965,-0.079259641,0.094302893,-0.109230772,-0.110111788,0.10972482,-0.088355541,0.083428815,-0.002963076,-0.107879773,0.092415333,-0.098243557,-0.084472269,-0.104424432,0.108252309,0.070249751,0.109258451,0.105399512,-0.078184567,-0.08939679,-0.109853968,0.106877103,0.105546042,-0.042298537,0.107544802,0.107439809,-0.047180217,0.093320318,0.107931823,-0.014767258,-0.094719127,0.070955582,-0.100467421,-0.106705837,-0.109874085,-0.105294064,-0.110160559,0.014538528,0.106669098,0.109298095,0.065317005,0.105304264,-0.087668471,-0.109915026,0.101430744,-0.050371401,0.012425672,-0.107652828,-0.109880276,0.10867551,0.105641648,-0.109751925,0.020880783,0.102949888,0.056974977,0.1094037,0.107835621,-0.054182585,-0.062389683,0.109236643,0.048050281,0.101998791,-0.069379173,-0.099569708,-0.105678253,0.105317876,-0.065353073,-0.062390544,-0.098631814,-0.109175652,0.057585403,-0.060908604,0.097931482,-0.109361395,-0.021670939,-0.021284752,0.024437081,-0.105518423,-0.011581574,0.072105244,-0.072045103,-0.110170588,0.109483197,-0.105097845,0.09494333,0.098939084
cloxacillin,LQOLIRLGBULYKD-JKIFEVAISA-N,D3,-0.102443293,-0.094732769,-0.093949147,-0.082213573,-0.061026026,-0.102447659,0.102451026,-0.095184654,0.041439343,-0.102451973,0.075824246,0.098752491,0.060086958,-0.097417578,0.083197244,-0.101070866,-0.008852588,0.09642455,0.008272457,-0.091093741,-0.081792526,0.102452569,-0.102452539,0.100556612,0.099682786,-0.102450661,-0.07602419,-0.100914165,-0.10078124,0.099086978,0.066735789,-0.09895587,0.058812402,0.102420688,-0.09846665,-0.100285999,-0.084269308,0.101351947,0.058702625,-0.102406166,0.061577488,-0.102450944,0.101862021,0.102198116,-0.100557059,-0.078312255,-0.084865078,-0.001151326,-0.008161272,-0.102166913,0.09498813,-0.085536949,0.028042424,0.102452569,0.102375865,-0.102383308,0.102352083,-0.092780985,0.102429457,-0.055459097,-0.099224783,-0.101243183,-0.100850053,0.079116307,-0.102049887,0.098432347,0.098135024,-0.101973101,0.09770041,-0.078060284,-0.090859026,-0.102451578,-0.030218605,0.098899364,-0.090028137,-0.10126625,-0.102350071,-0.013985859,0.102420561,-0.101902507,-0.0057666,0.038980484,-0.057957303,0.101996861,0.05862185,-0.102414496,-0.024416365,-0.097514853,0.061311141,-0.088310495,-0.051520776,-0.102401324,-0.102392904,-0.090566553,-0.026828429,-0.10241434,0.10117837,0.093840592,-0.102451622,-0.001733832,-0.007394319,-0.069576062,0.099373072,0.102055438,-0.102209918,0.102450542,0.102403797,-0.10244827,0.102442056,-0.102362446,-0.101249509,0.102411926,-0.089508347,0.102391683,-0.078842014,-0.102452569,-0.102163859,0.070217647,-0.09888421,0.080592513,0.101888359,0.09062881,-0.098457217,0.055661753,0.013230873,-0.101715542,-0.096363209,-0.098793529
colistin,YKQOSKADJPQZHB-RGYSVOEGSA-N,D3,0.012332081,-0.094764747,-0.094938122,0.081379503,0.093069814,-0.003894951,0.008399062,0.019210072,0.094933547,0.094937168,0.094932683,0.010769196,-0.094937988,0.09401948,-0.094622903,0.09492369,-0.094837382,0.090704031,-0.094272427,0.094938092,0.09493804,-0.094934642,0.094937883,0.094932102,0.094557188,0.094938122,-0.094937243,-0.089624718,-0.093700804,-0.094928846,-0.094542824,0.033694036,0.09493801,-0.094937839,0.094688281,0.094924912,0.039934963,-0.094938122,-0.094938122,0.094904117,0.092903815,-0.055826563,-0.094937101,-0.094938122,-0.094937995,0.094938084,-0.067588441,-0.094933644,-0.09493807,-0.094531879,0.094938122,0.089911677,-0.094812945,-0.094938122,0.094935991,0.094875611,-0.094938062,-0.094937712,-0.094938122,0.094910301,0.090286739,-0.035970878,0.094101213,-0.093721174,0.094937451,-0.094938122,0.094813831,-0.086794235,-0.094937973,0.094938122,0.094924912,0.049089462,0.094938122,0.002137655,0.094938122,0.09492556,-0.09396717,-0.09493804,-0.094938122,0.094938122,0.094938122,0.094936043,-0.059155233,0.093586497,0.024044594,0.094937712,-0.09493807,0.094937943,0.000830914,0.027523289,-0.094937921,-0.09420187,0.094938122,0.094888896,0.094911732,0.094938122,0.094919346,-0.094936773,0.094935477,-0.094929531,-0.094936103,-0.094938122,0.094740607,-0.094938099,0.094938122,-0.094923772,-0.094938122,0.094938122,-0.083361782,0.005395104,0.094921999,-0.094937995,0.094938122,-0.094937772,-0.09054631,0.094937265,0.094930097,0.094937995,0.094773754,-0.094937943,-0.094914794,-0.09487325,0.064644404,-0.094937809,-0.084977224,-0.094089352,0.093506172,-0.094938122
colistin a,XDJYMJULXQKGMM-RVYUQJQSSA-N,D3,0.007508451,-0.09493681,-0.095249303,0.088469103,0.091858588,0.028264707,-0.07741183,0.042721719,0.095238343,0.095247291,0.095234603,-0.036918856,-0.095249027,0.094386481,-0.094979264,0.095232196,-0.095120199,0.08118882,-0.09342479,0.095249228,0.095249183,-0.095246129,0.095248662,0.095239319,0.09471152,0.095249303,-0.095242508,-0.091788128,-0.093480416,-0.095233239,-0.095123939,0.046806976,0.095248863,-0.095248185,0.094322175,0.095235631,0.044394519,-0.095249303,-0.095249303,0.095153555,0.091849752,0.002071942,-0.095248386,-0.095249303,-0.095248118,0.095249146,-0.016903495,-0.095247418,-0.095249087,-0.094733506,0.095249303,0.090966664,-0.095168702,-0.095249303,0.095236495,0.095211715,-0.095248863,-0.095243715,-0.095249303,0.095224127,0.091216199,-0.013128488,0.087565705,-0.092392065,0.095245734,-0.095249303,0.095131427,-0.075645097,-0.095249176,0.095249303,0.095233515,0.059699334,0.095249243,-0.026400616,0.095249303,0.095222712,-0.094935142,-0.095249213,-0.095249303,0.095249303,0.095249303,0.095228516,-0.085273355,0.087123044,0.028936891,0.095243216,-0.095248953,0.095248736,-0.040598217,-0.015615064,-0.095247231,-0.092593297,0.095249303,0.094933048,0.095081903,0.095249303,0.095122419,-0.0952437,0.095246397,-0.095229208,-0.095242374,-0.095249183,0.093857989,-0.095249191,0.095249303,-0.095234029,-0.095249303,0.095249303,-0.087439813,0.038239323,0.095214419,-0.095249116,0.095249288,-0.095248669,-0.0894031,0.095246434,0.095219985,0.0952482,0.094832875,-0.095249169,-0.095112346,-0.094981447,0.008478572,-0.095249116,-0.020357039,-0.093063913,0.093760177,-0.095249221
colistin b,KNIWPHSUTGNZST-SSWRVQTPSA-N,D3,-0.029500429,-0.093530126,-0.094627939,0.093661293,0.092785873,-0.030815119,-0.082675815,0.072539777,0.094618164,0.094626598,0.094579302,-0.081525579,-0.094626933,0.093397535,-0.094040796,0.09458524,-0.094163209,0.069555201,-0.087166525,0.094627634,0.094627276,-0.094627306,0.094624631,0.094559848,0.093503222,0.094627939,-0.094611064,-0.088640258,-0.08719445,-0.094517723,-0.094586492,-0.046914764,0.094627634,-0.094625346,0.094218932,0.09459649,0.028272402,-0.094627939,-0.094627939,0.094564304,0.09039773,0.06991642,-0.094627671,-0.094627783,-0.094623178,0.094626695,0.085242189,-0.094625652,-0.094627887,-0.094246216,0.094627939,0.090303928,-0.094625525,-0.094627939,0.094541185,0.094622366,-0.094625868,-0.094615623,-0.094627611,0.094593957,0.090339892,0.03345665,0.064914636,-0.069132388,0.094601229,-0.094627939,0.094301462,-0.039250851,-0.094627522,0.09462788,0.094622508,0.046772368,0.094627723,-0.010332758,0.094627909,0.094607517,-0.091646492,-0.094627798,-0.094627939,0.094627939,0.094627738,0.092654295,-0.064621665,0.079517953,0.048379123,0.094620198,-0.094624773,0.094625957,-0.071680143,-0.055497061,-0.094616324,-0.084239237,0.094627939,0.093407191,0.094335511,0.094627939,0.093967557,-0.094625771,0.094625957,-0.094464205,-0.09459886,-0.094624989,0.091179147,-0.094626471,0.094627745,-0.09460476,-0.094627939,0.094627939,-0.087314136,0.084287465,0.094521843,-0.094627418,0.094627939,-0.094616294,-0.0918478,0.094621636,0.094532497,0.094618671,0.092951007,-0.094627902,-0.093580619,-0.093456082,-0.084341973,-0.094627902,0.012712252,-0.04857327,0.093493588,-0.094627716
curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,D3,-0.08961118,0.08961118,-0.089600042,0.08961118,0.081955053,0.08961118,-0.08961118,0.08961118,0.08961118,0.08961118,-0.08961118,-0.08961118,-0.08961118,-0.074398056,0.08961118,0.08961118,-0.089611143,0.08961118,-0.089590721,0.08961118,-0.089382105,-0.08961118,-0.08961118,0.08961118,-0.087355837,-0.089595281,-0.088546731,-0.08961118,0.08961118,-0.08961118,-0.089611098,0.08961118,0.088065326,-0.08961118,0.089610435,0.013493014,0.08961118,-0.08961118,-0.08961118,0.056502488,-0.08961118,0.08961118,-0.08961118,-0.08961118,-0.085364543,0.08961118,-0.089610696,-0.08961118,0.087800704,0.089611158,0.08961118,0.08961118,-0.089611083,-0.08961118,-0.089590482,-0.071259916,-0.089610979,0.08961118,0.089358225,-0.08961118,0.08961118,-0.08961118,-0.08961118,-0.089608379,0.08961118,-0.089610323,-0.059663072,0.08961118,-0.08961118,0.08961118,-0.08961118,-0.08961118,-0.08961118,-0.08961118,0.08961118,-0.089594908,-0.08961118,0.08961118,-0.08961118,0.08961118,0.08961118,0.08961118,-0.08961118,-0.08961115,-0.08961118,-0.086676009,0.089562781,0.08961118,0.089609228,0.08961118,-0.08961118,-0.08961118,-0.08961118,0.08961118,0.089611061,0.08961118,-0.08961118,0.08961118,-0.089604698,0.08961118,0.087041616,-0.089597225,0.08961118,0.08961118,-0.08961118,-0.08961118,-0.08961118,0.08961118,-0.088416949,-0.08961118,-0.089595363,-0.08961118,0.08961118,-0.08961118,0.089609452,0.08961118,0.089609154,0.08961118,-0.089611068,-0.08961118,0.089609131,-0.08961118,0.085538819,-0.08961118,0.08961118,0.08961118,0.08961118,-0.08961118
cycloserine,DYDCUQKUCUHJBH-UWTATZPHSA-N,D3,-0.097350985,-0.097792901,0.071075849,-0.097491838,0.074177019,0.035495251,0.096419632,-0.055055369,-0.097635604,-0.097502649,-0.077917606,0.0760829,-0.096747629,0.083842769,0.097003706,-0.097793862,-0.087049268,-0.083321273,-0.094096802,-0.095131852,-0.097795859,0.095032789,-0.061563335,-0.096657291,0.097783484,0.094948187,-0.095761873,0.097730488,-0.082394242,0.09730269,0.097668298,-0.095537186,0.097707778,-0.078481965,0.09779539,-0.097240061,0.09463919,-0.0977934,0.097792484,0.097628571,-0.091762066,-0.096378505,0.097434208,0.097096227,-0.045119986,0.077783406,-0.094428398,0.09778972,0.097493008,0.097719185,-0.097056232,-0.09769889,0.097788908,0.053422503,-0.032650542,-0.08461149,-0.096305817,-0.097552732,0.072157361,0.097795822,-0.097794153,0.095168978,0.097670101,-0.095984519,-0.014919367,0.097406216,0.096854284,0.072156981,-0.069526114,-0.09031558,0.097565405,-0.046722103,0.097749792,-0.080163665,0.097743198,0.085538171,0.097766124,0.097740471,0.09717714,-0.097767189,-0.097664788,-0.097107574,0.097411625,0.097737297,-0.08232668,0.062335812,-0.097755231,0.026004275,0.097795859,0.023068583,-0.097782426,-0.076051921,0.097175166,0.092038572,0.075039238,-0.097734749,0.090300813,0.081259757,-0.060519706,0.065438032,0.094179071,-0.097731031,0.09617386,0.097772658,0.096187681,0.095542237,0.094709709,-0.055365313,0.097060569,0.097788244,0.033672217,0.097485222,0.061424084,-0.092574865,-0.097283199,-0.017386194,-0.094016105,0.074916065,-0.096820168,0.097790815,-0.097514048,0.04550289,0.09779311,0.097795159,-0.096812285,0.09778095,0.086469263,0.097779267
dalbavancin,KGPGQDLTDHGEGT-SZUNQUCBSA-N,D3,-0.100521415,0.100512356,-0.100049347,0.100519672,-0.100521736,0.100245111,-0.100521736,0.100521736,-0.099995546,0.100505687,-0.100516215,0.074129745,-0.100369044,-0.096727349,-0.097331703,0.045301381,-0.100521736,0.100372657,0.088011958,0.10043636,0.075071044,0.057269458,-0.031469453,0.01864009,0.100482859,0.06577529,0.009028955,0.04483325,-0.056177411,-0.100519903,0.100079268,0.100521453,0.051057607,-0.100519367,-0.100211255,0.100359254,0.100521408,-0.100521654,-0.100457132,-0.100519724,-0.10051816,0.085884094,0.041157618,-0.082321383,0.100024015,0.099702224,0.095232852,-0.100347355,-0.100287192,-0.044750389,0.100495256,-0.100472309,-0.071764424,0.0459911,-0.034325719,-0.100255057,0.10027989,0.100521736,-0.003166137,-0.05730911,-0.045283951,-0.100521736,0.040686902,0.100257561,0.100521736,-0.100226767,-0.095567718,-0.100458391,-0.099021949,0.100418843,-0.100512631,-0.083600551,0.100511149,0.100521304,0.099777333,0.100521639,-0.10051953,-0.099946931,-0.099406913,-0.041827355,0.100521535,-0.100131147,-0.100521691,0.100275025,0.100326873,-0.094988175,-0.100517288,-0.040341161,0.085017972,-0.046726428,-0.014364284,0.025831977,0.097902767,-0.100473046,-0.079256646,0.10051816,-0.100408629,0.029920693,-0.057122141,-0.100445993,-0.100187793,0.098812848,-0.100421309,-0.097616613,-0.100521602,-0.056467175,-0.100519188,0.100453489,0.082301646,-0.081374697,-0.100521691,-0.100521721,0.100521736,0.073739856,-0.03385612,-0.042051971,-0.091745071,-0.075129583,0.100481734,-0.083259121,-0.040519737,-0.100521736,-0.100516118,-0.100509688,-0.100498728,-0.100214288,0.100519471,-0.098873854
dalfopristin,SUYRLXYYZQTJHF-VMBLUXKRSA-N,D3,-0.042011209,-0.06862469,-0.119922288,-0.028702443,0.040577449,-0.118279487,0.110310033,-0.120223299,-0.035137337,-0.121419132,0.120310642,0.043609135,0.038913112,0.034710716,-0.08248394,-0.105483711,0.001374351,-0.110438421,0.102072313,-0.084285177,-0.109838612,0.120686285,-0.11551924,0.110521913,0.112207241,-0.079263099,-0.117082976,-0.088235199,-0.103201099,0.121266156,0.075829163,-0.116774276,0.110350259,0.120432086,-0.075722955,-0.113149129,-0.033325862,0.09900555,0.089265302,-0.120377764,0.028815776,-0.115892701,0.100009002,-0.01800536,-0.12050087,0.102844946,0.010336583,0.107037187,0.016151281,-0.090056434,0.05695907,-0.095468692,-0.048356209,0.121413417,0.121096976,0.073211469,0.103105135,-0.110402063,0.116695672,0.121515684,0.001179339,0.104636781,-0.097278193,-0.015586185,-0.112840459,0.11171034,0.121338628,-0.105286255,0.043175537,-0.106013156,0.097220361,-0.121406287,0.11332991,0.044138834,-0.119091794,-0.053013053,0.028964987,-0.009840838,0.049747903,-0.120163225,-0.045351427,0.03429883,-0.041583959,0.121319652,-0.001055674,-0.119648062,-0.002170098,-0.046012994,0.119397357,-0.081272796,-0.013976599,-0.01831859,0.094066992,-0.113390684,0.120534323,-0.042245746,0.121455945,-0.11623852,0.040083952,0.070081882,0.05120413,-0.069232285,0.057325359,0.096890397,0.00306305,0.120696962,0.121017128,-0.048005823,-0.01781363,0.120177202,-0.016570996,0.094030768,-0.032202408,0.115278788,-0.121422209,-0.120483302,0.000589398,0.027000951,0.026659541,0.009700806,-0.090247534,0.106895551,-0.112242259,-0.11275772,0.018369503,-0.081596665,0.028501591,0.070300363
danofloxacin,QMLVECGLEOSESV-RYUDHWBXSA-N,D3,-0.101035886,-0.102946445,-0.105175629,0.091955736,-0.081547119,0.064612783,-0.105055921,0.091938719,0.099267088,0.10518457,0.094221637,-0.011938714,0.068883918,-0.104895256,-0.099978209,0.016393533,-0.101108231,-0.105140157,-0.004837428,0.103141651,0.078225434,0.043644402,0.100936502,0.100803293,-0.104812749,0.104995035,-0.105186418,0.087401904,0.102896795,-0.105188243,-0.058894366,0.098258428,0.02970203,-0.105189741,-0.085571133,0.105180547,-0.03885325,0.035797294,-0.100194685,-0.082220852,-0.0698869,0.105186611,-0.028612444,-0.105128735,0.053390805,0.105158687,0.105159529,-0.025176115,-0.105190344,-0.100355878,0.105190329,-0.032556273,-0.105130672,-0.103768967,0.099991582,0.103454314,-0.065016702,0.09478581,0.101046041,0.084110864,0.035849333,-0.105013601,-0.062743694,-0.018992864,0.105108283,-0.050758138,-0.104985766,-0.099732533,0.061174065,-0.094763286,0.023866972,-0.085309409,0.105120555,0.104920238,-0.065737717,0.105158694,-0.098245889,-0.10093344,-0.032805562,0.102640443,-0.103953958,-0.105131522,0.088939846,0.105164692,0.101336651,0.104990743,-0.025651101,0.104494713,0.10311304,0.100639902,0.093547896,-0.055324379,-0.004584161,0.07364846,0.105184302,0.105113961,0.102711357,-0.105190001,0.104314402,0.046014123,-0.088231869,0.104358561,0.094030134,-0.071424343,-0.102858841,-0.104898073,0.044338062,0.105115406,0.050713278,0.065052502,-0.104984388,-0.105187081,0.105181865,0.007254248,0.062494155,-0.104988888,0.105127528,-0.075128235,0.031430244,-0.077895023,-0.084709324,-0.077507615,-0.105190456,-0.103251942,0.085883819,-0.09305118,0.104939438,-0.104999095
dapsone,MQJKPEGWNLWLTK-UHFFFAOYSA-N,D3,0.098072469,0.094836973,0.0980644,-0.097966745,-0.098065659,0.098071605,0.098070413,-0.025177727,0.096764505,0.096452825,0.076615445,0.098068945,0.098072469,0.053919576,0.097662382,0.081516422,0.024260666,-0.003836425,0.09793999,-0.078533016,0.098072469,0.036035091,-0.098072268,0.098072059,-0.098060161,-0.097924419,0.096333764,0.097878464,-0.092703827,-0.091565236,0.067531586,-0.098032475,-0.09778735,-0.079349257,-0.098072469,-0.017445838,-0.098066553,0.096675605,0.094085813,-0.098035522,0.094334468,-0.093488015,0.098071627,-0.067345396,-0.070346847,0.035010833,0.098002121,-0.059480183,0.086779952,-0.097370438,-0.098072238,0.098068602,-0.098035745,-0.097947322,0.084804989,-0.098065034,-0.096614167,-0.098061576,-0.098062657,-0.098072208,-0.097967669,0.097091347,0.098072432,-0.097817875,0.095621571,-0.097342946,0.004145506,-0.098066323,0.095915623,-0.054264594,-0.08091674,0.098068491,-0.047417678,0.097177371,-0.098072469,0.043355796,-0.096143797,-0.090488434,0.094995119,0.066317864,0.098010495,-0.098013654,0.01549674,-0.098024838,0.09798608,0.097756132,0.098072268,-0.098064542,0.081351019,-0.098072268,-0.097175114,0.098032869,-0.09806592,-0.049052667,-0.095228784,-0.092989288,0.002386171,0.082043059,-0.097162716,-0.098070562,0.097815648,-0.097773477,-0.098072469,-0.09807229,0.038731132,-0.08953128,-0.096910045,-0.098072469,-0.041913852,0.098071009,0.098014332,-0.091735199,-0.09807235,-0.090323545,0.074912257,-0.086181641,0.097442366,-0.098069675,0.097353168,0.078067496,0.013617458,-0.056464165,-0.096961074,0.098058216,-0.097460724,-0.098069727,-0.097987376,0.096651867
daptomycin,DOAKLVKFURWEDJ-QCMAZARJSA-N,D3,-0.000164994,-0.097922295,-0.098969229,0.073918678,-0.098924756,0.098931201,-0.098947734,0.098970495,0.067827359,0.098928705,-0.062299993,0.036044601,-0.098960154,0.094586119,-0.098683469,0.093445338,-0.09896902,0.098809764,-0.094855748,0.098971091,0.098965652,-0.0946116,0.098951824,0.092782699,0.098901041,0.09839268,-0.098824121,-0.098928764,-0.098609217,-0.098970644,-0.064933367,0.098918289,0.091101021,-0.098970026,-0.085165285,0.098300278,0.098288752,-0.098971136,-0.098971136,-0.076797426,-0.057170004,-0.040347058,-0.098901503,-0.098782264,0.005500351,0.098137788,-0.049837966,-0.098962083,-0.087315835,-0.079687744,0.098971121,0.07364022,0.016948743,-0.096073657,0.037190385,0.044119272,-0.068564333,0.097569503,-0.09891852,0.091699041,0.098453075,-0.09870062,-0.028420659,-0.098742917,0.098970726,-0.098970838,0.09619768,-0.001853614,-0.098970465,0.098971136,-0.052575808,0.094496325,-0.043780848,0.009582197,0.098971047,0.098946042,-0.098971136,-0.098965526,-0.098971136,0.098971061,0.098971136,0.092313714,-0.098970972,-0.018077351,0.072544999,-0.074224919,-0.098824933,0.097382233,-0.0726557,-0.094427444,-0.098919049,-0.09597598,0.098857716,-0.064342134,-0.096166342,0.098971136,-0.086771078,0.096968636,0.098969646,-0.096630454,-0.098849751,-0.098942794,0.031540476,-0.098966599,-0.097031616,-0.098937862,-0.098971136,0.098970868,-0.094476886,-0.097061552,0.004010687,-0.098969169,0.09897092,-0.098970994,0.09151537,0.098489024,0.094093293,0.077611051,0.097878672,-0.098916359,0.045014694,-0.098970205,-0.09302526,-0.098970704,-0.006019268,-0.097729154,0.098832846,-0.098929845
delafloxacin,DYDCPNMLZGFQTM-UHFFFAOYSA-N,D3,-0.099861108,-0.109356806,-0.087607928,-0.015843589,-0.110397667,-0.102918796,0.103165366,-0.032960258,0.052834019,-0.112151459,0.107254483,0.111658432,0.080338426,0.016462639,-0.110039778,-0.107285276,-0.109593958,-0.02034219,-0.105275027,-0.094474316,-0.100756824,0.112061739,-0.068382025,0.107348293,0.020739194,-0.049840353,-0.107448235,0.070172302,0.099015392,0.073080488,0.1043946,-4.73e-05,0.076907843,0.076103099,0.05312058,0.111725114,-0.081860721,0.068469271,-0.016379103,-0.042173136,0.083415262,-0.112196378,-0.01383292,0.04299986,-0.110675327,0.111123361,-0.057048492,-0.073876508,-0.098121166,-0.110258311,0.110472716,-0.105630144,0.026544385,0.108804144,0.112216026,-0.022786811,-0.044097714,-0.090016305,-0.104247279,0.111418314,-0.002613788,-0.108991139,-0.061036013,-0.023980238,0.111497506,0.107426196,0.102508575,-0.105437383,-0.059869226,0.082966931,-0.097803906,-0.102148108,0.112203605,0.111523055,-0.067311496,-0.047502548,-0.100731999,0.093879841,-0.082974687,-0.112028971,-0.079766661,-0.074937105,0.099291719,0.073762789,0.10563153,-0.055243853,-0.112116843,-0.094526343,0.111830398,-0.086830057,-0.101962976,0.075004473,0.102112055,-0.052663274,0.104044333,0.109549038,0.112131573,-0.097940303,-0.000887011,-0.110941879,0.054155029,-0.108036779,0.00938346,-0.108190633,0.093955621,0.103267148,-0.110179357,-0.017108764,0.110471517,0.081381425,0.007489121,-0.040691644,0.057413105,-0.103302442,-0.110343114,-0.112207137,0.041774333,0.110501446,-0.111418165,0.106305562,0.107075594,0.005048685,-0.106890313,-0.110285766,0.017972168,-0.108883835,-0.051554698,-0.111813635
delamanid,XDAOLTSRNUSPPH-XMMPIXPASA-N,D3,0.117139652,-0.093771473,-0.052529112,-0.110787526,-0.015469951,-0.056431133,-0.070594452,-0.063438773,-0.116929367,0.052416939,-0.016977688,0.0309029,-0.090159245,0.080801167,-0.118890278,-0.093034215,0.039067142,-0.103508763,-0.004372268,0.112340674,-0.118373856,0.109417453,-0.099564426,0.020297918,0.090011783,0.097114384,0.114396922,-0.100513913,0.011791316,0.109837227,-0.041479763,0.101829,-0.115744077,-0.030181546,-0.050834171,0.117150947,0.099137515,0.11833059,0.120158061,0.112432063,0.05755394,-0.041126162,0.05913635,0.096527562,0.096573226,0.114276201,0.057399753,0.118170358,0.058283683,0.003744284,0.015005352,-0.042282406,0.117919683,0.111390039,-0.117077127,-0.108424775,-0.104478978,-0.094464622,0.066439144,0.041273266,0.118287399,0.107987829,0.075896852,-0.113354757,-0.105332069,-0.026545996,-0.064143114,-0.06905587,0.119587481,-0.106577322,0.080076441,-0.059452504,-0.100796796,-0.006104104,-0.119053453,-0.060948212,-0.114289246,0.119028606,0.115339093,0.025600903,-0.115360551,0.004218725,-0.068262279,0.099824108,-0.086921357,-0.088260271,0.00055931,-0.118555225,0.093745604,0.032325525,0.115571618,-0.089448445,0.084364809,0.102685638,-0.065930828,-0.102000184,0.036973305,-0.114304528,-0.07341142,0.08503177,0.087566875,-0.057538394,0.110711627,-0.116768561,-0.061721053,0.108051524,0.119770885,-0.056056738,-0.064378418,-0.098178506,-0.015724592,0.110511854,0.012840692,-0.077474684,0.090762071,-0.013151713,-0.093625918,0.109382726,0.104419775,0.119559817,0.095294178,0.055142827,0.118080497,0.120261289,-0.055770639,0.062443092,0.106647737,0.1149849
diclofenac,DCOPUUMXTXDBNB-UHFFFAOYSA-N,D3,-0.097402811,0.094693787,-0.088701926,-0.097332492,0.095135696,0.097396411,-0.097402819,0.008599036,-0.084612988,-0.077897727,0.047626089,0.097171195,-0.05242018,0.097402744,0.096989162,0.097402841,-0.097365223,0.097230442,-0.096786723,0.059111036,-0.095007226,0.080730677,-0.097026564,0.095078468,-0.09733256,-0.097401805,0.09739089,-0.097319633,0.09720055,0.097165927,-0.097402804,0.093904361,-0.076572925,0.072731964,-0.008567296,-0.097302966,0.041812181,-0.097402878,-0.097170904,-0.097400919,-0.005315309,0.097218841,-0.097367361,-0.096548095,-0.096665144,0.075534999,-0.097402841,-0.002805799,-0.097380891,0.095182568,0.09583281,-0.09740068,-0.097291015,-0.027032904,0.096248716,-0.097402878,-0.090431608,0.097402878,0.097402878,-0.015113709,0.096827269,-0.097402878,-0.095294066,0.089351118,0.097124681,-0.097358853,0.097402878,0.097402841,-0.097402878,0.097402878,-0.079198606,-0.097402878,0.044876039,-0.094318278,0.097402796,-0.097402878,-0.080608778,-0.097325981,-0.097402878,-0.097397096,0.097402878,0.095359564,-0.096580938,-0.078299053,-0.094836585,-0.089300677,-0.092258811,-0.097401112,-0.096760571,0.097391509,-0.097350329,0.09732645,0.097400486,-0.096676067,-0.095643416,-0.096371353,-0.096231423,0.036290873,-0.089825079,-0.060969476,-0.085794017,-0.067796983,-0.088571854,0.097381502,-0.097394213,-0.051194008,-0.097396873,-0.096967123,0.097351216,-0.035291631,-0.095881611,-0.097381011,0.097125351,0.03516404,-0.097402878,-0.036510382,-0.039095975,0.097284302,0.035180591,-0.097402878,0.097293921,0.096028216,-0.0973906,-0.060037017,0.097400792,-0.097402878,-0.097397387,-0.094707318
