drug,inchikey,level,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
lincomycin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,D3,0.108196728,0.099081159,0.052724931,-0.064423613,-0.108433552,-0.098843798,-0.047536623,-0.107519127,0.083179429,0.108402371,0.089897014,0.108121358,0.108105101,-0.004210668,-0.042901032,0.100871168,0.090601899,0.081129901,-0.040756274,0.108607844,-0.094869182,0.045460612,-0.107715487,0.006639274,0.106495425,0.099280663,0.096565396,-0.108571626,-0.108245492,0.09083233,0.099659666,-0.108594067,0.092998967,-0.010699856,-0.108082354,-0.101624101,0.106979243,-0.085278012,-0.092027612,-0.108233273,-0.107973851,-0.107157841,0.102289267,-0.101410165,-0.046373971,0.104227908,0.10059765,0.008666629,-0.043007381,-0.105121218,0.061228927,0.08893735,-0.086869754,-0.071763098,-0.057443954,0.10721229,0.087332472,-0.105657019,-0.039296627,0.05649079,0.005231187,0.10853368,0.104456551,0.107776679,-0.040477812,-0.041237485,0.108342983,-0.082288779,0.107124113,-0.007120531,0.096269742,-0.027829086,-0.107082553,0.074943513,-0.094954863,0.106113449,0.096189179,-0.106519431,-0.102419354,0.101011343,0.107839607,0.057707492,-0.10836786,0.108404107,0.09646067,0.026133502,0.104886442,0.003345747,-0.102062523,-0.108183451,-0.03532039,-0.106263295,0.029103594,-0.103554547,-0.096602172,0.092847146,-0.106578514,-0.024297943,-0.10530436,0.094867267,-0.079117499,-0.069931991,0.067795984,-0.076797917,0.085642375,-0.024355197,0.100042477,-0.107172929,-0.052877054,0.108032435,-0.067382909,-0.051514681,0.103042945,-0.080593869,-0.108139344,0.099787422,-0.083002821,-0.100167193,0.105638012,-0.079303108,-0.086033292,-0.105980322,-0.108618468,-0.057075731,-0.10806042,-0.021975571,0.105602182,0.108553477
linezolid,TYZROVQLWOKYKF-ZDUSSCGKSA-N,D3,0.078177311,-0.091674708,-0.091650613,-0.091674708,-0.091674663,0.091674708,-0.09167441,0.091669619,0.091674708,0.091674663,-0.091674708,0.091674708,0.087633945,-0.091674708,-0.091674708,0.064137369,-0.091674708,-0.085061483,-0.091674708,0.091674618,-0.091673993,-0.088876829,-0.056224231,0.091674708,-0.091623411,0.091673709,-0.088744558,0.084660962,0.091674708,-0.091674708,0.091674656,-0.091674708,-0.091674015,-0.091674708,-0.091481693,0.091674708,0.09159068,-0.083244756,-0.091641098,0.048083529,0.091673315,0.091674708,0.091673344,-0.091674708,-0.091550983,0.091674708,0.088766366,-0.090745375,-0.091672987,0.091674708,0.08732646,0.091674618,0.091674678,-0.091674678,0.09154059,0.076593831,-0.091674648,0.091674708,-0.05439591,0.041148424,0.091674708,-0.091674708,-0.091659062,-0.091674708,0.091674708,-0.091674708,-0.091674708,-0.091535822,0.091674685,-0.090600841,-0.08600115,-0.091566034,0.091674708,-0.076034509,-0.091673918,0.091422409,-0.081858709,0.091674708,0.091674708,-0.091469377,-0.091674708,-0.09105964,0.087759562,0.089702405,-0.091674708,-0.085629277,0.060582284,0.091674708,0.091674708,0.091673344,-0.089394398,-0.086906523,-0.091494694,-0.091673955,0.091674708,-0.011447377,0.091674708,-0.091674708,0.091659442,0.091562413,-0.091648541,0.091674708,-0.091674708,-0.091674708,-0.091674708,-0.089283504,-0.091593802,0.090863213,0.091674708,0.091674708,-0.091674507,-0.075947322,0.091674708,-0.08099556,-0.091674708,-0.091674708,0.091674708,0.091674618,0.091583304,-0.091118567,0.091674708,-0.089472942,-0.091674708,-0.091674708,0.091098152,-0.091674268,0.021043932,-0.091674708
lomefloxacin,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,D3,-0.070784189,0.053173404,0.011015574,0.088525109,0.068504848,0.110158101,-0.105711222,-1.78e-05,-0.023613958,-0.082507379,0.017063467,0.028773202,0.014027476,-0.109191455,-0.11108385,0.028971244,-0.057604298,-0.10985034,-0.016301675,0.101232529,-0.090604112,-0.07846871,-0.038509857,0.110100903,0.10999056,-0.103676356,-0.104120523,0.111817189,-0.093134843,0.080743901,0.082157619,-0.105132878,0.069632284,-0.10298527,0.111955032,0.1116767,-0.080919832,-0.096615247,0.101106465,0.105596386,0.111660182,0.110914901,0.106431969,-0.111360125,0.048297741,0.107161,-0.030791812,-0.11128962,0.053685144,0.101110063,-0.049000792,-0.070752904,0.111204579,-0.111642785,0.092940494,-0.096582294,-0.021149002,0.111051917,-0.0461955,0.102421887,0.079024829,-0.104121909,-0.111857124,-0.102976993,0.098357074,-0.087704562,0.102837607,-0.106356993,-0.111967348,0.111203216,-0.09642145,-0.103241563,0.111964971,-0.055163607,0.094026148,-0.006245821,-0.101861082,0.107444644,-4.87e-05,-0.111446321,-0.026840487,0.01854644,-0.086506419,0.053587273,-0.108458377,-0.11147356,-0.111970089,0.11028941,-0.007843052,0.096065961,0.104056798,0.107417099,-0.072053351,0.009456268,0.107951649,0.063063025,0.108914256,-0.055297233,0.106020398,-0.111274034,-0.111965604,0.057452455,-0.063642971,-0.008059776,0.107107274,-0.049146675,-0.106378764,0.101015359,0.094938852,0.097883783,-0.059389956,-0.1118633,0.094590351,-0.111963071,-0.100591056,-0.10460721,0.028906694,-0.056356926,0.081571445,0.106662005,0.072230734,0.022783762,0.00578,-0.109152585,0.109971188,0.110208787,0.064783558,-0.109752744
loracarbef,JAPHQRWPEGVNBT-UTUOFQBUSA-N,D3,0.097738564,-0.100659072,-0.100653857,0.060083985,-0.081957586,-0.100311764,0.100638919,-0.100658618,0.089334868,-0.100660808,0.100652643,0.100660637,0.100357182,0.096695662,-0.100352138,-0.05859004,-0.096160494,0.100547917,-0.10025239,0.027802488,-0.100221276,0.100660503,-0.09294229,0.100649036,-0.006632117,-0.099934295,-0.09991578,-0.026447263,0.061075274,0.098606192,-0.09738344,0.056676075,0.100177012,0.100652143,-0.067291118,0.100653812,-0.090251021,0.090621844,0.082760789,0.09275765,0.100651443,-0.100660808,0.086710192,0.049209971,-0.100660667,0.100587822,-0.051925525,-0.100577168,-0.100658461,-0.100653544,0.100517064,-0.09924943,-0.097114868,0.099851526,0.100660734,-0.080022238,-0.100197233,-0.100650102,-0.100626819,0.10062924,-0.064663962,-0.03911344,-0.04057461,-0.100188263,0.040286534,0.094271198,0.100282311,-0.100630172,-0.009991297,0.074047111,-0.007683466,-0.100657403,0.100660749,0.016437864,-0.032925367,-0.099886559,-0.095215693,0.076274671,-0.095307738,-0.100650363,-0.079317547,0.074497066,0.079713933,0.089838728,-0.004550387,0.099843927,-0.100660607,-0.086568616,0.100438535,0.034034044,-0.095801093,0.040679153,-0.10053096,0.09885025,0.100658625,0.074865513,0.100659512,-0.100656979,-0.098550737,-0.100629725,-0.017866781,-0.100660808,0.080220722,-0.100653745,0.100641623,0.100659087,-0.100560673,-0.100569606,0.099907279,-0.043853827,0.100334428,0.099967144,0.015817937,-0.041105535,-0.100660071,-0.10065984,0.007730362,0.100660808,-0.100656882,0.053622901,0.099939182,0.100599907,-0.100066297,0.099408738,-0.098160356,-0.099555098,-0.100515313,-0.100658357
marbofloxacin,BPFYOAJNDMUVBL-UHFFFAOYSA-N,D3,0.017363189,-0.102922156,-0.092447728,-0.102896996,0.027645087,0.102905571,0.076752022,-0.08694052,0.069635503,-0.043246761,-0.010422832,-0.005101985,0.102839187,-0.039781857,-0.102177769,-0.101976477,-0.063899919,-0.094636604,-0.073272996,-0.094760679,-0.067482695,0.101874523,0.087888725,0.099074103,-0.014509008,0.094359636,-0.102853671,0.102798723,0.100819804,-0.08987844,0.092842191,-0.102641083,-0.079029374,-0.102844372,-0.102882743,0.100337863,-0.102830954,0.10216298,0.102822803,-0.096847631,-0.063034311,0.101949744,0.102915831,-0.035163946,-0.102084339,0.101943165,-0.102828495,0.097346343,-0.097210072,0.101417199,0.065022118,0.101097733,0.036514375,-0.044200525,0.096826695,-0.076577656,-0.046392456,0.10275279,-0.086479232,0.101637125,0.09669333,-0.102898829,-0.101851501,-0.101025186,0.055545945,-0.101926193,-0.090868525,-0.102913648,-0.10064853,0.083744586,0.053608324,-0.102508344,0.102922045,0.089324132,0.091068253,-0.002693754,-0.064065397,0.083894849,0.102856614,-0.102876537,-0.100482151,-0.097772427,0.102864861,0.10287632,-0.064917833,0.100371711,-0.101265803,0.093948655,0.097381018,0.079372093,0.016126137,0.02986628,-0.102323599,-0.029347599,0.102712736,-0.092434496,0.098757647,-0.096224695,0.094609246,-0.101142883,-0.060082238,0.092843927,-0.086914316,-0.07994581,-0.102858141,-0.097039349,-0.044260897,-0.019702055,0.101806991,0.102812544,-0.1019338,-0.095021948,0.097470447,-0.096887134,-0.101789474,-0.102922283,0.10105747,0.101400867,0.101266287,0.002325254,0.087016188,0.102385782,-0.102840386,-0.068898745,0.084396288,-0.102817081,-0.075187176,-0.102892712
mecillinam,BWWVAEOLVKTZFQ-NTZNESFSSA-N,D3,0.022548769,-0.088418163,0.070976101,0.106169693,-0.10356871,-0.107916057,0.108335704,-0.098469205,0.09747725,-0.107716255,0.108249202,0.100423485,0.108459346,0.031365726,0.035603173,-0.104714029,0.095771849,-0.010550036,0.092736609,-0.107379816,0.106673568,0.108238041,-0.10600622,0.058002729,-0.107485294,-0.108052291,-0.108322196,-0.057880275,0.01921544,-0.004879859,0.005181447,-0.107658438,-0.000813749,0.107859291,-0.098081239,0.025320625,-0.103394791,0.107427068,-0.005976963,-0.088034131,0.108214058,-0.108434699,0.104311258,0.106627464,-0.089524597,0.012339423,0.087952569,-0.079589635,-0.106338792,-0.107440174,0.105180122,0.076762453,-0.108469471,0.108125493,0.108459473,0.081172936,0.095639348,-0.106069379,0.04982084,0.051978063,-0.090975448,-0.083700165,-0.095785268,0.101425461,-0.016768143,0.105832055,0.078183673,-0.027235484,0.026524169,0.078588501,-0.102673903,-0.0980004,0.107777119,0.108272322,-0.106068596,-0.105961114,-0.060286451,-0.074147835,-0.047232289,-0.107595675,0.010400266,-0.075671524,0.107927203,0.100747265,0.1077177,-0.005761186,0.023101984,-0.104784042,0.024213593,-0.073839448,-0.093495384,-0.044969637,-0.106705479,-0.104754791,-0.007364942,0.099679016,0.09638603,0.072613493,-0.070123777,-0.108468927,0.108392745,-0.094863512,0.068261668,0.10207624,-0.048813794,-0.094515637,0.065663867,-0.106787816,0.102946199,0.050127156,-0.073896393,-0.05326923,-0.106359102,0.044920024,-0.107488438,-0.10835129,-0.099900499,0.079648629,-0.108243793,0.093831457,0.087870702,0.10097345,-0.10756433,-0.102453075,-0.103683315,-0.107784264,-0.099119455,-0.096010275
menthol,NOOLISFMXDJSKH-UHFFFAOYSA-N,D3,-0.092297979,0.092298284,-0.092298284,0.092298284,0.092298284,0.092296928,-0.092293598,0.088838555,0.091575697,0.092298284,-0.092298284,-0.092298284,-0.092298284,-0.09229672,0.092294686,0.092297517,0.091912098,0.091400452,0.085163198,0.092298239,0.092298277,-0.092298284,0.092297949,0.092296794,0.092298284,-0.001540974,-0.092298284,-0.076850966,-0.092298284,-0.077533394,-0.092297643,-0.091786563,0.092298284,-0.092298061,0.092298284,-0.091584288,-0.092298284,-0.092298284,-0.092298284,-0.070508845,-0.092298284,0.092298284,-0.092298284,-0.092297353,0.091475442,-0.092298284,0.016178293,-0.091970444,-0.092282869,-0.091745511,0.067726068,0.092265069,-0.092297092,-0.092298284,-0.092293374,0.092218108,0.092298187,0.092298284,0.092298284,0.092238493,-0.05103625,0.09128359,-0.092298284,0.091624126,-0.090667099,-0.092297859,-0.091684327,0.092298284,-0.092298284,0.092282102,0.092298284,-0.092298284,-0.092262968,-0.009034548,0.092298284,0.092298165,0.092163347,-0.092071623,-0.092298284,0.091302313,0.092292316,-0.089128934,0.076256223,0.080184631,-0.092298284,-0.092298225,-0.092298284,0.092298284,-0.092298284,-0.06872496,-0.092298284,0.028132947,-0.091908827,-0.092298284,0.092298284,0.092298284,-0.025876343,0.092297412,0.092298284,0.092298254,-0.092298284,0.092298284,0.092297286,0.092295349,0.085170686,-0.092298284,-0.092297688,0.092298284,-0.03458444,-0.090446047,-0.091756359,-0.092298284,0.092298284,-0.091631897,-0.09184704,0.092286907,0.056210212,-0.092298284,0.092298284,-0.092298284,-0.092298284,0.092273958,0.091903038,-0.092298284,0.092269622,0.092298284,0.092298284,0.071603894
meropenem,DMJNNHOOLUXYBV-PQTSNVLCSA-N,D3,0.012149365,-0.113822222,-0.078908928,-0.110502228,-0.106417798,-0.04379316,0.096502289,-0.095431283,0.095810257,-0.11456044,0.094601206,0.113123968,0.095584095,-0.008025304,-0.07419765,-0.066468172,-0.052169021,-0.079229996,-0.109695561,-0.059216492,-0.077909715,0.11559622,-0.108023852,0.011205398,-0.111000493,-0.084819816,-0.10897056,-0.103880174,0.093267612,0.101923898,0.099319175,-0.100321367,-0.047773354,-0.057274714,-0.111003451,0.041898184,0.110106751,0.113865621,0.000194536,-0.115072384,0.053681567,-0.113100596,0.115360342,0.030932872,-0.10897202,0.108321533,-0.114199609,0.106497742,-0.089684166,-0.01921835,0.110427953,-0.073188543,0.057067726,0.114929803,0.089444727,-0.053079937,0.070064247,-0.028368466,0.092435114,0.108557887,0.038939741,-0.074258424,0.046422213,0.094842993,-0.029588677,0.083530881,-0.02948848,-0.105204359,0.113953158,-0.081523322,0.053667098,-0.113246664,0.10013321,0.095734984,-0.106655948,-0.104266703,-9.16e-05,0.108473554,0.109192953,-0.114136443,-0.015619554,-0.059041191,0.11262466,0.115578793,0.100459822,-0.071070552,-0.012407705,-0.094460554,0.112333633,0.034764398,-0.08073172,-0.114791535,-0.109358124,-0.078628592,0.011859784,-0.088226229,0.106030442,-0.093067609,-0.110579409,-0.016246077,0.1046388,0.01560983,0.072330564,0.059945844,-0.109136939,0.020513941,0.112727791,-0.115495831,0.112344474,0.100698672,-0.091758147,0.104545273,0.094011657,0.103038326,-0.110588454,-0.115590394,-0.005965848,0.10449031,-0.105335534,-0.001478597,0.052116383,0.038254306,-0.115379967,-0.052488353,0.089645766,-0.115349598,-0.077199042,-0.094211802
methenamine,VKYKSIONXSXAKP-UHFFFAOYSA-N,D3,0.100218967,-0.098054998,0.048116595,-0.013892081,0.002092229,0.114062965,-0.082495473,-0.08739946,-0.07123553,-0.092785798,0.090676777,0.113029219,-0.016373111,0.088308811,-0.068448409,-0.075544387,-0.129871368,-0.140488997,0.002952355,0.100853026,-0.133104891,0.039325576,0.050586853,-0.061277177,0.06802699,0.021336991,-0.097152784,0.136624336,-0.044601727,-0.082132146,0.021055585,-0.07810735,0.050117604,-0.137429088,0.125138387,0.119863793,0.018707175,-0.049125113,0.142116368,0.135062665,0.123262636,0.042925503,0.058769699,0.055320911,0.070123464,0.133260906,0.011666515,0.099378042,0.119416431,0.125771925,-0.07216835,-0.043288838,-0.048809003,0.041593771,-0.019115042,0.132818758,-0.122882731,-0.115795709,-0.044986323,0.139435679,-0.081124671,0.134808287,0.126176387,0.043846332,-0.072743386,0.072627284,0.118959911,0.099900231,-0.115510918,-0.035844468,0.120649375,0.108389631,0.123781897,-0.068567969,-0.034218263,0.063175514,0.080283418,-0.065852419,-0.085709535,-0.123091914,-0.075850777,-0.131438911,0.010350496,0.120256118,0.045483153,0.136839032,-0.113966808,-0.091267772,0.127367079,-0.073015593,-0.068943799,0.008020732,0.118365154,0.064834289,-0.10501004,0.062252928,0.059736464,-0.079641797,-0.015233794,-0.018097028,0.128287524,-0.115874864,-0.110594384,0.077778466,0.128637269,-0.097828485,-0.023294736,0.095485136,0.057393849,0.128578469,0.062001809,0.013259113,0.021454675,-0.087688804,-0.139210358,-0.019296238,-0.114552997,0.054309651,-0.058834516,0.029397978,-0.06932459,0.010657547,-0.049139015,0.041545361,-0.099201724,0.088947766,-0.029575281,0.09026432
methicillin,RJQXTJLFIWVMTO-TYNCELHUSA-N,D3,-0.099654451,-0.101845212,-0.101375617,0.07651934,-0.101626329,-0.101390854,0.101867214,-0.101815633,0.101660334,-0.1018591,0.101639733,0.101872429,0.101868711,-0.100026771,0.094848193,0.037762914,0.017387599,0.100292586,-0.099874318,-0.003090527,-0.091140889,0.101872198,-0.101871021,0.090436302,-0.030864798,-0.094665021,-0.101825371,-0.099416651,0.093702756,-0.077461027,0.069806986,-0.101872757,0.090963192,0.100567728,-0.010910225,0.023988193,0.051222548,0.093818545,0.072923422,-0.099974819,0.099218726,-0.101872772,0.101753384,0.101849198,-0.101872511,0.10036803,0.013561689,-0.074873127,-0.101870462,-0.101852514,0.101853915,0.041187424,-0.100366861,0.101704307,0.101870574,-0.027704131,0.04074258,-0.100514501,0.100003667,-0.040269446,-0.09022519,-0.099880911,-0.065059766,0.093785487,-0.093172096,0.101565681,0.066692926,-0.099372618,0.101853155,-0.090761364,-0.094491765,-0.101853438,0.100595921,0.099342883,0.021517541,-0.097388558,0.078703888,0.029772416,0.076078214,-0.101867735,-0.06168681,-0.10143216,0.099463478,0.099338092,0.101086363,0.026586499,0.022425264,-0.101533145,0.095581762,-0.032588124,-0.101555325,-0.101844057,-0.101774663,-0.086270578,-0.012794284,-0.007855665,0.099780858,-0.017442441,-0.101770654,-0.081710488,0.088624671,-0.092096314,0.100513764,-0.073729254,-0.101008423,0.09997239,0.101222314,-0.101872519,0.101860449,0.083121993,-0.100550994,0.101791568,0.095866591,0.101774625,-0.101861402,-0.101872891,-0.054863822,0.101282045,-0.101867013,0.052328691,0.101402819,0.075802095,-0.101870589,0.012534412,-0.101818591,-0.100820623,-0.097342826,-0.101768717
metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,D3,0.108906716,-0.115384087,0.114242643,-0.017008642,-0.106477216,0.100268252,0.010162371,0.103889428,-0.010651958,-0.112856939,-0.085281134,0.117318533,-0.113638543,-0.097064614,0.113057218,-0.093732998,-0.117064379,0.005873503,-0.013078132,0.043417003,-0.112926587,0.098268583,0.025547955,-0.020570127,0.116799071,-0.041563701,0.05109632,0.114081472,-0.097650997,-0.020377904,0.115335897,-0.036006544,0.107275546,-0.117126718,0.037161481,0.113535993,-0.001867261,-0.113920033,0.117309995,0.115717798,0.010119569,0.057724148,0.053448416,0.085612021,0.023704028,0.029970694,0.104165025,0.111130126,0.085088678,0.116546437,-0.045360696,-0.1004811,0.109836586,-0.092735291,0.003541294,-0.04685941,-0.116442457,-0.099564046,-0.114932984,0.111205526,-0.108092226,0.043518782,0.113309443,-0.115550078,0.114124,0.115538493,-0.02572896,0.075111516,0.107537508,-0.115239345,0.02851891,0.113254495,0.068685882,0.072496884,-0.057372347,0.117381655,-0.109074377,0.110334285,0.081324786,0.013911014,-0.102356412,-0.080115773,-0.079229377,0.103574544,-0.079371147,0.095816627,-0.117370024,-0.117176443,0.115263008,-0.101474784,-0.114028484,-0.074752726,0.112514645,0.062318876,-0.114076994,-0.056185126,0.012370778,0.02741039,0.033898167,-0.111291997,0.072560146,-0.112394683,-0.088016108,-0.111891218,-0.066249527,0.029942576,-0.113789037,-0.04483033,0.03043717,0.041123144,-0.054686017,0.07597366,-0.078309044,-0.019676242,-0.06822066,0.068376429,0.114961669,-0.066765599,-0.081249654,0.117117427,-0.113900557,-0.116973534,0.078427717,0.117056087,-0.117352657,-0.028569706,-0.063268378,0.099902749
mezlocillin,YPBATNHYBCGSSN-VWPFQQQWSA-N,D3,0.051797848,-0.097711667,-0.099741615,0.041039664,-0.088618249,-0.10010948,0.100196831,-0.100083597,0.100104585,-0.097397283,0.099533319,0.100162335,0.100197457,0.066600859,0.088251255,0.083757274,0.043105844,0.100204855,0.100201756,-0.063831814,0.049924552,0.10014984,-0.100204132,0.097761296,0.011275696,-0.099858262,0.049131494,-0.051240489,0.038016964,0.061767474,-0.099778704,-0.095655374,-0.098276913,0.100191794,-0.10020449,-0.089880146,-0.098921746,0.10020449,0.099944972,-0.10019692,0.088277392,-0.100184023,-0.040341176,0.100202978,-0.100118026,0.092400357,0.07923343,-0.099945083,-0.100183211,-0.100195818,0.100172035,0.099480808,-0.100144245,0.100203566,0.10020306,-0.100190595,-0.091993287,-0.08117374,0.039724309,-0.095607854,-0.063308463,-0.099044949,-0.09938392,-0.100204915,-0.099968031,-0.010963366,0.074586086,-0.100203075,0.100179777,-0.066437572,-0.09795633,-0.100204796,0.039786857,0.098756671,-0.081154391,-0.092528395,-0.100195035,-0.088687174,0.10001272,-0.098753028,0.009217791,-0.099243104,0.095853575,0.054660723,0.098872848,0.097148173,-0.095156811,-0.098682657,0.047277346,-0.099992372,-0.092049018,-0.100060113,-0.10020145,0.01237785,0.099269934,-0.100188404,-0.026297675,0.034741126,-0.100042783,-0.098723702,0.095612973,-0.099132374,0.098061427,-0.097434528,-0.09974324,0.10020496,0.096977502,-0.100203231,0.098120391,-0.100061983,-0.044586245,0.100201078,-0.037805829,0.100094803,0.094870791,-0.100203954,0.027241126,0.099871121,0.03816681,-0.06018614,0.096360892,0.099683709,-0.040082213,0.100199632,-0.100008741,-0.100151405,0.087979466,-0.097738668
miconazole,BYBLEWFAAKGYCD-UHFFFAOYSA-N,D3,-0.09812855,-0.038317353,0.09691228,-0.088680401,-0.014768578,-0.091741689,-0.098098345,0.098123923,0.098128036,-0.096419856,-0.098078713,0.094961479,-0.096074276,-0.002855071,0.098128162,0.098128453,0.098097764,0.021931879,0.098128371,-0.09793596,-0.09812855,0.086735629,-0.09812855,-0.060750209,0.074363448,0.079696693,0.098120041,-0.085585445,0.098128468,-0.097807705,-0.098116167,-0.096845895,-0.097937994,-0.098122008,-0.092203029,-0.098120347,0.09812855,0.097997777,-0.034035191,0.061355811,-0.098127656,0.097121783,-0.098115548,0.097267598,-0.097963683,0.097153425,-0.096031338,0.037675891,-0.065548375,-0.021716222,0.098128237,-0.062701575,-0.033524264,0.088854924,-0.09557081,-0.098128445,-0.098014764,0.07809028,0.098122008,-0.098127887,0.098123603,0.088595293,0.097946271,-0.071989045,-0.098095894,0.096990228,0.097249381,0.098126389,0.09812855,-0.09567637,-0.078532308,-0.098111875,-0.09812557,0.096874259,0.066449471,-0.096912801,-0.08971753,0.09812855,0.098121963,0.098128535,0.051242203,0.084846124,0.098128274,0.039537899,0.098047063,0.096729755,0.097940296,0.091995016,0.098127149,0.098127753,-0.00161312,-0.09812855,0.098125957,0.071551733,-0.098110512,-0.098098829,-0.09812855,0.094880663,-0.09811186,0.09812855,0.098120674,0.098035537,0.098126672,0.098128386,-0.09812855,0.094627038,0.098128244,-0.098022237,0.033990148,-0.024306942,-0.098128304,0.09791562,0.09812855,0.097482033,-0.032314237,0.020483905,-0.045480654,0.097976983,0.09222842,0.069658227,0.098123208,0.022600206,0.091491908,0.098121479,0.087957159,0.098120779,0.098098584,0.094436817
midecamycin,DMUAPQTXSSNEDD-QALJCMCCSA-N,D3,-0.090869561,0.052470736,0.021780021,0.031858373,-0.123240024,0.084143519,-0.117984086,0.043649841,-0.119261779,-0.027239522,0.122314759,0.105868235,0.098285474,-0.108084343,-0.05087195,-0.117678463,-0.107507475,-0.124221116,0.102426007,-0.038156241,0.121186227,0.085623614,-0.090884201,0.120096706,-0.070617639,-0.124509342,-0.032363512,0.071828716,-0.119831815,-0.108129576,0.117631949,0.102259077,0.087225437,-0.082330294,-0.109922849,-0.060703393,-0.002503605,0.124090724,-0.113628238,-0.116990909,0.012897804,0.025925281,0.046625514,-0.084435917,0.122938238,0.087997161,-0.067970082,0.007104828,0.121624216,-0.075378627,0.101732187,0.016424052,0.098718017,0.116505086,0.012655556,-0.08523564,0.053172283,-0.066152669,0.124554724,0.124126814,-0.119944423,0.018725403,-0.087884218,0.105958499,0.114255689,0.115272939,0.087690726,0.043115187,0.108742505,0.002593764,0.002450868,-0.102710776,-0.011716509,0.013146529,-0.118850961,0.10912662,-0.124881938,-0.107587934,-0.008022967,0.064135127,0.115331389,-0.085804403,-0.116622634,0.105596177,0.116129264,-0.125075847,0.047722258,0.02475065,0.081499487,0.043663707,0.017137332,0.039999556,0.02690275,-0.109195627,0.015737223,-0.01687976,0.120596252,0.051821567,0.122116983,-0.058823422,-0.052982677,0.090274781,0.028451541,0.093476035,-0.05943317,-0.045650914,0.09476947,0.086718746,-0.120805293,0.026973749,-0.088084981,-0.123307876,-0.088077635,-0.075213708,-0.004348984,0.086759314,0.002299224,-0.125104383,0.113437884,0.083386093,-0.122397207,-0.124010362,-0.120363884,-0.116009377,-0.014196381,-0.122225396,-0.049786646,0.020922922
midecamycin acetate,GQNZGCARKRHPOH-RQIKCTSVSA-N,D3,-0.106215023,0.009573357,0.038694158,-0.085807025,-0.108899787,0.00580646,-0.091372013,0.09645398,-0.097828969,-0.083781622,0.108657569,0.108612269,0.106696397,-0.105698198,-0.042773373,-0.107843496,-0.104481019,-0.108595334,0.102991454,-0.101136632,0.108447321,0.107091784,-0.096139722,0.108529717,-0.083978727,-0.108890273,-0.101798221,0.046704981,-0.106153227,-0.105446622,0.108802699,-0.073374294,0.100514486,-0.104432903,-0.106302842,-0.103494987,-0.010988974,0.10657195,-0.106448643,-0.108593524,0.008693149,-0.077583298,0.095013149,-0.105164856,0.095985062,0.098821335,-0.03205983,0.002165864,0.106844857,-0.04881591,0.106789567,0.006683854,0.083636202,0.108753279,0.107690409,-0.020444898,0.095337369,-0.074938595,0.108816743,0.108792685,-0.098503232,-0.091248885,-0.029410191,0.072984755,0.105857499,0.10857363,0.085710041,-0.048359402,0.10557764,0.055769406,-0.004103659,-0.108127639,0.104547828,0.012619305,-0.1057759,0.071300164,-0.108783185,-0.065704852,0.063093759,0.073078841,0.108229741,-0.012351199,-0.088774689,0.059504949,0.102838993,-0.108921535,0.067740113,0.003556098,0.106213689,0.101765685,-0.088266738,0.060688868,0.09021122,-0.092569299,0.016010359,-0.063665845,0.108904675,0.064677998,0.106830083,-0.100974664,-0.022785921,0.058335636,0.060416292,0.107837461,-0.091170438,-0.069846407,0.100395873,0.097464003,-0.102319941,0.096175089,-0.103914626,-0.105280533,0.012484127,-0.067241341,-0.10730999,-0.064097829,0.036753133,-0.108862638,0.103663526,0.083130538,-0.108579621,-0.108761102,-0.108857229,-0.1077279,-0.028750278,-0.108680166,-0.106471129,-0.057286788
