feature,importance_split,importance_gain,importance_gain_norm
cos_elem_2219,74,644.0174075067043,0.013403045933655065
cos_elem_1816,19,27.679279379546642,0.0005760506604484492
euc_elem_635,41,169.9149930179119,0.003536206365993368
euc_elem_1633,53,294.117314517498,0.006121057956527769
cos_elem_635,53,160.3211603462696,0.003336543160497663
cos_elem_1926,64,233.99832771718502,0.004869884413425972
euc_elem_1183,56,296.8371064513922,0.0061776612343197425
euc_elem_94,19,48.81021708250046,0.0010158197184780573
euc_elem_722,52,134.76340854167938,0.002804644926994848
cos_elem_430,26,129.98486223816872,0.0027051956343895323
euc_elem_430,17,66.47710570693016,0.0013834963014057236
euc_elem_2930,15,13.43345607817173,0.0002795719910126795
euc_elem_2717,54,176.91718745231628,0.003681933379808175
euc_elem_2860,24,43.24268999695778,0.0008999504571900845
euc_elem_2219,42,267.2179175019264,0.005561237911937474
cos_elem_814,37,179.40705536305904,0.003733751566067483
cos_elem_2450,35,115.70594447851181,0.0024080282156446094
cos_elem_2840,53,217.283823877573,0.004522028501288626
cos_elem_202,36,120.29210236668587,0.002503473593545441
euc_elem_3172,44,173.42807149887085,0.0036093192224161776
euc_elem_799,53,141.8332343697548,0.0029517794597142127
cos_elem_881,23,61.54744374752045,0.001280902047105738
cos_elem_2292,15,204.34354081749916,0.0042527202400102024
euc_elem_1567,40,93.32100144028664,0.0019421612743687078
euc_elem_2869,69,177.35321731865406,0.003691007867949103
cos_elem_3106,10,18.35683561861515,0.0003820354979927976
cos_elem_963,17,132.84558801352978,0.0027647319738173704
euc_elem_652,37,108.7439101934433,0.002263136999620323
euc_elem_654,25,135.69324150681496,0.0028239962578704954
cos_elem_1372,18,46.75761306285858,0.0009731017024148368
cos_elem_2278,28,61.727026022970676,0.001284639445285778
cos_elem_307,41,90.68470807373524,0.001887295737079468
cos_elem_2903,7,11.898490011692047,0.00024762685962985295
cos_elem_2424,25,328.22616013884544,0.006830918310111628
cos_elem_812,19,45.470175966620445,0.0009463080500438927
euc_elem_2144,11,27.299657747149467,0.0005681501190700309
euc_elem_1926,53,231.5538206845522,0.004819010260551184
euc_elem_1754,16,19.660198092460632,0.0004091605832801412
euc_elem_3147,18,32.55468574166298,0.00067751576784308
euc_elem_3141,45,246.48246175050735,0.005129699474230495
cos_elem_1183,34,95.75619786977768,0.001992841658503513
cos_elem_2930,29,74.55122695863247,0.001551531849434509
euc_elem_1060,14,36.01503974199295,0.000749531342379622
euc_elem_2790,40,93.53511380404234,0.001946617299645247
euc_elem_1560,33,75.60132601857185,0.0015733861126441709
