scheme,n_folds,accuracy_train,accuracy_train_std,f1_macro_train,f1_macro_train_std,f1_weighted_train,f1_weighted_train_std,roc_auc_train,roc_auc_train_std,n_train
CV1,5,0.9032499403197665,0.002654259144860317,0.9031756421490943,0.002702563428342116,0.9032177700429557,0.0026655039702699135,0.9785391455276524,0.001278587301251911,11904
