feature,importance_split,importance_gain,importance_gain_norm
cos_elem_2219,63,341.23949813842773,0.006719957033552137
cos_elem_1816,24,78.30008059740067,0.0015419468737020402
euc_elem_635,36,110.58407983183861,0.0021777088206928483
euc_elem_1633,52,213.04841500520706,0.004195517232652241
cos_elem_635,35,127.78625337779522,0.0025164675744220022
cos_elem_1926,78,382.2401386499405,0.0075273739477386475
euc_elem_1183,36,112.39091639220715,0.0022132904697064167
euc_elem_94,16,73.03682419657707,0.0014382986821443473
euc_elem_722,15,39.55250558257103,0.0007788991002922737
cos_elem_430,35,256.8837842345238,0.005058757858013275
euc_elem_430,32,161.7791781425476,0.003185883029286025
euc_elem_2930,43,151.11446052789688,0.002975865008112089
euc_elem_2717,31,98.9947335422039,0.001949482283207703
euc_elem_2860,22,87.43037557601929,0.0017217478354743041
euc_elem_2219,52,231.52151641249657,0.004559304099092535
cos_elem_814,16,45.92209059000015,0.0009043339863619921
cos_elem_2450,13,72.59522914886475,0.0014296024445662095
cos_elem_2840,36,169.61177018284798,0.003340128602437141
cos_elem_202,49,289.73617458343506,0.005705713010621694
euc_elem_3172,34,99.8198710680008,0.0019657315414277382
euc_elem_799,27,61.7059320807457,0.0012151618278657924
cos_elem_881,18,67.74873369932175,0.0013341614379948565
cos_elem_2292,10,56.50490912795067,0.0011127391863955986
euc_elem_1567,38,122.00378370285034,0.0024025946260223282
euc_elem_2869,30,69.70300376415253,0.0013726464637297514
cos_elem_3106,24,49.57355350255966,0.0009762414707413504
cos_elem_963,9,12.449226021766663,0.0002451599666030286
euc_elem_652,34,155.1590763926506,0.003055514770160862
euc_elem_654,29,58.62816420197487,0.0011545519980617502
cos_elem_1372,23,49.40302449464798,0.0009728832791709364
cos_elem_2278,18,36.99391195178032,0.0007285132587966948
cos_elem_307,32,100.71748958528042,0.0019834081524342196
cos_elem_2903,26,47.160487949848175,0.0009287214828096255
cos_elem_2424,18,204.38838651776314,0.004024977129110789
cos_elem_812,11,19.94969993829727,0.00039286520801068566
euc_elem_2144,13,25.584474742412567,0.0005038296326566169
euc_elem_1926,66,284.7576135545969,0.005607671264618604
euc_elem_1754,20,55.470609962940216,0.00109237095239389
euc_elem_3147,17,55.362399727106094,0.0010902399911793684
euc_elem_3141,18,48.263496696949005,0.0009504428000328238
cos_elem_1183,36,89.92239806056023,0.001770822705511675
cos_elem_2930,32,108.85361015796661,0.002143631048571734
euc_elem_1060,30,218.46395063400269,0.004302164226736186
euc_elem_2790,32,88.04375864565372,0.001733827058118629
euc_elem_1560,22,43.00271359086037,0.000846843314543569
cos_elem_2434,34,355.7255510389805,0.007005227799710597
euc_elem_2286,27,71.36170253157616,0.0014053108666183377
cos_elem_392,8,9.569267868995667,0.00018844556176236026
cos_elem_2795,6,7.095927953720093,0.00013973860359751456
cos_elem_418,17,37.529873967170715,0.0007390678450467848
cos_elem_1996,32,93.20733600854874,0.0018355122915320273
