feature,importance_split,importance_gain,importance_gain_norm
cos_elem_2219,62,537.8968029022217,0.010492783741086238
cos_elem_1816,14,37.43511298298836,0.0007302488929740471
euc_elem_635,20,55.169208347797394,0.001076188906937221
euc_elem_1633,30,93.96077031642199,0.0018328981279617472
cos_elem_635,49,202.8388911485672,0.0039567898667926
cos_elem_1926,42,201.60408987104893,0.003932702527551487
euc_elem_1183,13,42.54551696777344,0.0008299378361925526
euc_elem_94,23,118.17696307599545,0.002305284787052658
euc_elem_722,44,191.1463886499405,0.0037287035508891714
cos_elem_430,47,568.2594440728426,0.011085069521355953
euc_elem_430,34,148.41829538345337,0.0028952041883809495
euc_elem_2930,35,111.9090251326561,0.002183015762609388
euc_elem_2717,29,89.71413260698318,0.0017500587229467613
euc_elem_2860,16,36.79284191131592,0.0007177200743942503
euc_elem_2219,57,385.61552903056145,0.007522224210092124
cos_elem_814,11,36.14182931184769,0.0007050207343310891
cos_elem_2450,18,54.22777986526489,0.0010578244076101851
cos_elem_2840,49,319.3155491948128,0.006228906706248646
cos_elem_202,46,207.73014682531357,0.0040522038714149505
euc_elem_3172,30,126.30886629223824,0.0024639142888290234
euc_elem_799,41,138.15150585770607,0.002694929337094097
cos_elem_881,34,226.2787844836712,0.004414033208549519
cos_elem_2292,12,83.85511273145676,0.0016357664866722132
euc_elem_1567,15,39.70992028713226,0.0007746236893406362
euc_elem_2869,30,87.75897082686424,0.0017119192701243312
cos_elem_3106,4,6.1251460313797,0.0001194835744385763
cos_elem_963,21,363.6778753399849,0.007094285143118518
euc_elem_652,12,46.79362511634827,0.0009128059251479812
euc_elem_654,18,90.02244034409523,0.001756072899632263
cos_elem_1372,33,91.24534130096436,0.0017799280986369086
cos_elem_2278,9,17.5792498588562,0.00034291943381011133
cos_elem_307,34,139.89309634268284,0.002728902642430356
cos_elem_2903,23,55.366380631923676,0.001080035157976287
cos_elem_2424,23,115.1819778084755,0.002246861437907862
cos_elem_812,22,80.48785281181335,0.0015700811545672215
euc_elem_2144,8,22.954349398612976,0.0004477718083793134
euc_elem_1926,40,233.4665041565895,0.00455424446787019
euc_elem_1754,11,20.319514900445938,0.0003963739409191385
euc_elem_3147,13,21.886186093091965,0.00042693508560177874
euc_elem_3141,55,327.80473110079765,0.006394505663888172
cos_elem_1183,33,180.28732764720917,0.0035168752259797276
cos_elem_2930,36,114.51143485307693,0.002233781118073009
euc_elem_1060,14,29.99856197834015,0.0005851836666140468
euc_elem_2790,35,118.6929979622364,0.0023153511091333393
euc_elem_1560,13,23.24046403169632,0.00045335306291346516
cos_elem_2434,26,344.84884053468704,0.006726986082779448
euc_elem_2286,44,202.97953498363495,0.003959533414138338
cos_elem_392,5,17.947449803352356,0.0003501019312152509
cos_elem_2795,14,30.50661763548851,0.0005950943374158256
cos_elem_418,9,31.172164499759674,0.0006080771982149162
cos_elem_1996,12,27.35474720597267,0.0005336106204307182
cos_elem_2489,36,123.0639346241951,0.0024006152209340836
cos_elem_1752,18,45.54850697517395,0.0008885173342566531
euc_elem_1998,23,52.213169395923615,0.0010185252858023002
euc_elem_1495,10,24.20661211013794,0.0004721997688136613
cos_elem_2602,15,143.5001361221075,0.0027992653739929724
euc_elem_2935,16,45.653840243816376,0.0008905720763607954
euc_elem_2923,30,78.16922523081303,0.001524851553550283
euc_elem_1269,19,34.195687025785446,0.000667057225295795
cos_elem_1920,20,75.45324045419693,0.0014718706829606961
cos_elem_2229,16,49.07236811518669,0.0009572574953363846
euc_elem_1550,25,89.89970469474792,0.001753678688291027
cos_elem_1387,11,17.518381118774414,0.00034173206381121085
euc_elem_2229,23,72.29193951189518,0.0014102030044225618
euc_elem_1802,21,61.8096399307251,0.0012057241861417062
cos_elem_577,10,18.20834320783615,0.00035519119379862014
cos_elem_2882,23,72.77565416693687,0.0014196388539021677
euc_elem_3097,25,56.800445437431335,0.001108009542270276
cos_elem_2473,31,77.25397449731827,0.0015069977050730004
cos_elem_446,13,29.49206393957138,0.0005753033803632079
euc_elem_254,25,63.9462189078331,0.0012474025546160784
cos_elem_2340,6,12.220987990498543,0.0002383955126612329
euc_elem_2395,14,30.633341670036316,0.0005975663504155938
cos_elem_892,9,14.51499018073082,0.0002831447447700933
euc_elem_2627,10,82.87320071458817,0.0016166122727222767
euc_elem_2602,18,73.80077609419823,0.0014396359660488896
euc_elem_307,10,26.00562286376953,0.0005072931746191913
cos_elem_1064,6,7.100660055875778,0.00013851298238487102
euc_elem_2612,13,48.44024343788624,0.000944926603052715
euc_elem_2538,4,4.911315977573395,9.580532205949338e-05
euc_elem_356,28,91.41848254203796,0.0017833055747428206
euc_elem_2287,9,10.913998112082481,0.0002128999862479606
