feature,importance_split,importance_gain,importance_gain_norm
cos_elem_2219,78,655.9296910762787,0.010134224214342784
cos_elem_1816,28,54.31488072872162,0.0008391740562574102
euc_elem_635,60,251.09889737516642,0.003879520260469899
euc_elem_1633,49,272.59584176540375,0.0042116516723235955
cos_elem_635,41,179.7271990776062,0.0027768154996607266
cos_elem_1926,43,259.9036714434624,0.004015555502933661
euc_elem_1183,33,137.22873723506927,0.0021202071055960105
euc_elem_94,14,83.14390808343887,0.001284587384955395
euc_elem_722,64,200.83596241474152,0.0031029494488573495
cos_elem_430,47,528.284432977438,0.008162083475678044
euc_elem_430,33,266.11449855566025,0.0041115138279917245
euc_elem_2930,13,37.78548711538315,0.0005837921406593596
euc_elem_2717,22,61.04011517763138,0.0009430800613163393
euc_elem_2860,36,137.68491607904434,0.002127255145575871
euc_elem_2219,33,130.5088747739792,0.002016384098653773
cos_elem_814,31,125.64080053567886,0.0019411715316756692
cos_elem_2450,4,7.662810921669006,0.0001183917194918954
cos_elem_2840,27,125.23617088794708,0.0019349199354609043
cos_elem_202,36,124.08623766899109,0.0019171532735290453
euc_elem_3172,14,47.86233031749725,0.0007394810655126248
euc_elem_799,29,88.99097377061844,0.0013749255347236102
cos_elem_881,37,260.3763590455055,0.00402285860600647
cos_elem_2292,17,153.01809167861938,0.0023641552913659064
euc_elem_1567,31,119.24885666370392,0.0018424149221710762
euc_elem_2869,33,95.77510058879852,0.0014797414368078134
cos_elem_3106,25,67.91268193721771,0.0010492623753924186
cos_elem_963,14,94.6285715252161,0.0014620273696498846
euc_elem_652,13,35.68687301874161,0.0005513681993679558
euc_elem_654,21,166.5793993473053,0.002573679779163741
cos_elem_1372,16,48.95793855190277,0.0007564083972824784
cos_elem_2278,26,75.553671002388,0.0011673169435256548
cos_elem_307,29,100.99813750386238,0.001560438236933135
cos_elem_2903,13,28.733580082654953,0.0004439386522671319
cos_elem_2424,16,143.01945453882217,0.0022096746633487544
cos_elem_812,16,52.95452153682709,0.0008181562775987245
euc_elem_2144,9,22.25099602341652,0.00034378163660155075
euc_elem_1926,31,184.53197920322418,0.0028510501619363944
euc_elem_1754,12,35.54315960407257,0.0005491478029037021
euc_elem_3147,37,92.70059311389923,0.0014322397784392506
