Drug A,Drug B,Strain,Score,Interaction Type,Method,PMID,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
cefazolin,fosfomycin,methicillin-resistant staphylococcus aureus 874/19,0.13,Synergy,FICI,34045971,MLYYVTUWGNIJIB-BXKDBHETSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MLYYVTUWGNIJIB-BXKDBHETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefazolin,fosfomycin,methicillin-resistant staphylococcus aureus atcc33592,0.14,Synergy,FICI,34045971,MLYYVTUWGNIJIB-BXKDBHETSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MLYYVTUWGNIJIB-BXKDBHETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefazolin,fosfomycin,methicillin-resistant staphylococcus aureus dsmz23622,0.31,Synergy,FICI,34045971,MLYYVTUWGNIJIB-BXKDBHETSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MLYYVTUWGNIJIB-BXKDBHETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefazolin,fosfomycin,methicillin-sensitive staphylococcus aureus 204/20,0.34,Synergy,FICI,34045971,MLYYVTUWGNIJIB-BXKDBHETSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MLYYVTUWGNIJIB-BXKDBHETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefazolin,fosfomycin,methicillin-sensitive staphylococcus aureus 231/20,0.25,Synergy,FICI,34045971,MLYYVTUWGNIJIB-BXKDBHETSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MLYYVTUWGNIJIB-BXKDBHETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefazolin,fosfomycin,methicillin-sensitive staphylococcus aureus 249/20,0.5,Synergy,FICI,34045971,MLYYVTUWGNIJIB-BXKDBHETSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MLYYVTUWGNIJIB-BXKDBHETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefazolin,fosfomycin,methicillin-sensitive staphylococcus aureus 280/20,0.41,Synergy,FICI,34045971,MLYYVTUWGNIJIB-BXKDBHETSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MLYYVTUWGNIJIB-BXKDBHETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefazolin,fosfomycin,methicillin-sensitive staphylococcus aureus atcc29213,0.28,Synergy,FICI,34045971,MLYYVTUWGNIJIB-BXKDBHETSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MLYYVTUWGNIJIB-BXKDBHETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefepime,tobramycin,pseudomonas aeruginosa atcc27853,0.5,Synergy,FICI,19996590,HVFLCNVBZFFHBT-ZKDACBOMSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,nan,"('HVFLCNVBZFFHBT-ZKDACBOMSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
cefepime,levofloxacin,pseudomonas aeruginosa atcc27853,0.75,Additivity,FICI,19996590,HVFLCNVBZFFHBT-ZKDACBOMSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'HVFLCNVBZFFHBT-ZKDACBOMSA-N')"
cefepime,fosfomycin,enterobacteriaceae,1.42,Indifferent,FICI,31213392,HVFLCNVBZFFHBT-ZKDACBOMSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('HVFLCNVBZFFHBT-ZKDACBOMSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefixime,gentamicin,neisseria gonorrhoeae,1.33,Indifferent,FICI,24468865,OKBVVJOGVLARMR-QSWIMTSFSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'OKBVVJOGVLARMR-QSWIMTSFSA-N')"
cefixime,rifampicin,neisseria gonorrhoeae,1.51,Indifferent,FICI,24468865,OKBVVJOGVLARMR-QSWIMTSFSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'OKBVVJOGVLARMR-QSWIMTSFSA-N')"
cefixime,fosfomycin,neisseria gonorrhoeae,1.22,Indifferent,FICI,24468865,OKBVVJOGVLARMR-QSWIMTSFSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('OKBVVJOGVLARMR-QSWIMTSFSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefixime,gentamicin,neisseria gonorrhoeae,0.88,Additivity,FICI,28876284,OKBVVJOGVLARMR-QSWIMTSFSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'OKBVVJOGVLARMR-QSWIMTSFSA-N')"
cefoperazone,netilmicin,pseudomonas testosteroni,0.19,Synergy,FICI,10382886,GCFBRXLSHGKWDP-XCGNWRKASA-N,CIDUJQMULVCIBT-MQDUPKMGSA-N,nan,"('CIDUJQMULVCIBT-MQDUPKMGSA-N', 'GCFBRXLSHGKWDP-XCGNWRKASA-N')"
cefotaxime,doripenem,escherichia coli bl21,0.12,Synergy,FICI,28725196,GPRBEKHLDVQUJE-QSWIMTSFSA-N,AVAACINZEOAHHE-VFZPANTDSA-N,nan,"('AVAACINZEOAHHE-VFZPANTDSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,ciprofloxacin,escherichia coli mg1655,1.91,Indifferent,FICI,32941420,GPRBEKHLDVQUJE-QSWIMTSFSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,nan,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
cefotaxime,ciprofloxacin,pseudomonas aeruginosa pa14,2.68,Indifferent,FICI,32941420,GPRBEKHLDVQUJE-QSWIMTSFSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
cefotaxime,ciprofloxacin,staphylococcus aureus atcc29213,1.62,Indifferent,FICI,32941420,GPRBEKHLDVQUJE-QSWIMTSFSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,nan,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
cefoxitin,doripenem,klebsiella pneumoniae ak66,0.38,Synergy,FICI,31161792,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,AVAACINZEOAHHE-VFZPANTDSA-N,nan,"('AVAACINZEOAHHE-VFZPANTDSA-N', 'WZOZEZRFJCJXNZ-ZBFHGGJFSA-N')"
ceftazidime,ciprofloxacin,stenotrophomonas maltophilia,0.38,Synergy,FICI,26551572,ORFOPKXBNMVMKC-DWVKKRMSSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,levofloxacin,stenotrophomonas maltophilia,0.5,Synergy,FICI,26551572,ORFOPKXBNMVMKC-DWVKKRMSSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,moxifloxacin,stenotrophomonas maltophilia,0.38,Synergy,FICI,26551572,ORFOPKXBNMVMKC-DWVKKRMSSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,nan,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,colistin,stenotrophomonas maltophilia,0.38,Synergy,FICI,26551572,ORFOPKXBNMVMKC-DWVKKRMSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,nan,"('ORFOPKXBNMVMKC-DWVKKRMSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
ceftazidime,fosfomycin,enterobacteriaceae,1.38,Indifferent,FICI,31213392,ORFOPKXBNMVMKC-DWVKKRMSSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('ORFOPKXBNMVMKC-DWVKKRMSSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
ceftazidime,ciprofloxacin,pseudomonas aeruginosa,1.5,Indifferent,FICI,33582141,ORFOPKXBNMVMKC-DWVKKRMSSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,gentamicin,pseudomonas aeruginosa,0.75,Additivity,FICI,33582141,ORFOPKXBNMVMKC-DWVKKRMSSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,levofloxacin,pseudomonas aeruginosa,2,Indifferent,FICI,33582141,ORFOPKXBNMVMKC-DWVKKRMSSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,netilmicin,pseudomonas testosteroni,0.31,Synergy,FICI,10382886,ORFOPKXBNMVMKC-DWVKKRMSSA-N,CIDUJQMULVCIBT-MQDUPKMGSA-N,nan,"('CIDUJQMULVCIBT-MQDUPKMGSA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,ciprofloxacin,pseudomonas testosteroni,0.31,Synergy,FICI,10382886,ORFOPKXBNMVMKC-DWVKKRMSSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,ofloxacin,pseudomonas testosteroni,0.25,Synergy,FICI,10382886,ORFOPKXBNMVMKC-DWVKKRMSSA-N,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,nan,"('GSDSWSVVBLHKDQ-UHFFFAOYSA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftazidime,pefloxacin,pseudomonas testosteroni,0.38,Synergy,FICI,10382886,ORFOPKXBNMVMKC-DWVKKRMSSA-N,FHFYDNQZQSQIAI-UHFFFAOYSA-N,nan,"('FHFYDNQZQSQIAI-UHFFFAOYSA-N', 'ORFOPKXBNMVMKC-DWVKKRMSSA-N')"
ceftriaxone,streptomycin,haemophilus ducreyi 35000,0.63,Additivity,FICI,16046468,VAAUVRVFOQPIGI-SPQHTLEESA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,nan,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,rifabutin,haemophilus ducreyi 35000,1.33,Indifferent,FICI,16046468,VAAUVRVFOQPIGI-SPQHTLEESA-N,ATEBXHFBFRCZMA-VXTBVIBXSA-N,nan,"('ATEBXHFBFRCZMA-VXTBVIBXSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,streptomycin,haemophilus ducreyi ro34,0.63,Additivity,FICI,16046468,VAAUVRVFOQPIGI-SPQHTLEESA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,nan,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,rifabutin,haemophilus ducreyi ro34,0.83,Additivity,FICI,16046468,VAAUVRVFOQPIGI-SPQHTLEESA-N,ATEBXHFBFRCZMA-VXTBVIBXSA-N,nan,"('ATEBXHFBFRCZMA-VXTBVIBXSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,streptomycin,haemophilus ducreyi ro40,0.63,Additivity,FICI,16046468,VAAUVRVFOQPIGI-SPQHTLEESA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,nan,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,rifabutin,haemophilus ducreyi ro40,0.92,Additivity,FICI,16046468,VAAUVRVFOQPIGI-SPQHTLEESA-N,ATEBXHFBFRCZMA-VXTBVIBXSA-N,nan,"('ATEBXHFBFRCZMA-VXTBVIBXSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,gentamicin,neisseria gonorrhoeae,1.18,Indifferent,FICI,24468865,VAAUVRVFOQPIGI-SPQHTLEESA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,rifampicin,neisseria gonorrhoeae,1.19,Indifferent,FICI,24468865,VAAUVRVFOQPIGI-SPQHTLEESA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,fosfomycin,neisseria gonorrhoeae,1.01,Indifferent,FICI,24468865,VAAUVRVFOQPIGI-SPQHTLEESA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('VAAUVRVFOQPIGI-SPQHTLEESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
ceftriaxone,ciprofloxacin,acinetobacter baumannii,1.03,Indifferent,FICI,32845920,VAAUVRVFOQPIGI-SPQHTLEESA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,levofloxacin,acinetobacter baumannii,1.7,Indifferent,FICI,32845920,VAAUVRVFOQPIGI-SPQHTLEESA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,gentamicin,neisseria gonorrhoeae,1.13,Indifferent,FICI,28876284,VAAUVRVFOQPIGI-SPQHTLEESA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,netilmicin,pseudomonas testosteroni,1,Additivity,FICI,10382886,VAAUVRVFOQPIGI-SPQHTLEESA-N,CIDUJQMULVCIBT-MQDUPKMGSA-N,nan,"('CIDUJQMULVCIBT-MQDUPKMGSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,amoxycillin,streptococcus pneumoniae 11710,1.3,Indifference,FICI,9533466,VAAUVRVFOQPIGI-SPQHTLEESA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,amoxycillin,streptococcus pneumoniae 11724,1.3,Indifference,FICI,9533466,VAAUVRVFOQPIGI-SPQHTLEESA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,amoxycillin,streptococcus pneumoniae 16089,1.1,Indifference,FICI,9533466,VAAUVRVFOQPIGI-SPQHTLEESA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
ceftriaxone,amoxycillin,streptococcus pneumoniae 9093,1.2,Indifference,FICI,9533466,VAAUVRVFOQPIGI-SPQHTLEESA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VAAUVRVFOQPIGI-SPQHTLEESA-N')"
chloramphenicol,amoxycillin,acinetobacter calcoaceuticus up,0.24,Synergy,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,bacillus cereus atcc10702,0.31,Synergy,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,enterococcus cloacae atcc13047,0.13,Synergy,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,fosfomycin,enterococcus faecium,0.28,Synergy,FICI,33130503,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
chloramphenicol,rifampicin,escherichia coli bw25113,-0.32,Synergy,Loewe,26956793,WIIZWVCIJKGZOK-RKDXNWHRSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,klebsiella pneumoniae atcc4352,0.75,Additivity,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,proteus vulgaris csir0030,0.13,Synergy,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,pseudomonas aeruginosa atcc19582,0.69,Additivity,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,salmonella typhi atcc13311,0.13,Synergy,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,shigella sonnei atcc29930,0.15,Synergy,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,staphylococcus aureus atcc6538,1,Synergy,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,amoxycillin,staphylococcus aureus ok2a,0.13,Synergy,FICI,29202138,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
ciprofloxacin,vancomycin,acinetobacter baumannii,1.46,Indifferent,FICI,32845920,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,minocycline,acinetobacter baumannii atcc baa-1710,2,Indifferent,FICI,33972678,MYSWGUAQZAJSOK-UHFFFAOYSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
ciprofloxacin,fosfomycin,acinetobacter baumannii atcc baa-1710,2,Indifferent,FICI,33972678,MYSWGUAQZAJSOK-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
ciprofloxacin,gentamicin,acinetobacter baumannii atcc baa-1710,0.75,Indifferent,FICI,33972678,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,erythromycin,acinetobacter baumannii atcc baa-1710,1.5,Indifferent,FICI,33972678,MYSWGUAQZAJSOK-UHFFFAOYSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
ciprofloxacin,polymyxin b,acinetobacter baumannii atcc baa-1710,1,Indifferent,FICI,33972678,MYSWGUAQZAJSOK-UHFFFAOYSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
ciprofloxacin,rifampicin,acinetobacter baumannii atcc baa-1710,1.5,Indifferent,FICI,33972678,MYSWGUAQZAJSOK-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,penicillin g,bacillus anthracis str. sterne,2.03,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,clarithromycin,bacillus anthracis str. sterne,2.48,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,clindamycin,bacillus anthracis str. sterne,1.03,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,KDLRVYVGXIQJDK-AWPVFWJPSA-N,nan,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,rifampicin,bacillus anthracis str. sterne,2.5,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,linezolid,bacillus anthracis str. sterne,2.03,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
ciprofloxacin,penicillin g,bacillus anthracis str. sti,2.03,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,clarithromycin,bacillus anthracis str. sti,2.48,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,clindamycin,bacillus anthracis str. sti,2.29,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,KDLRVYVGXIQJDK-AWPVFWJPSA-N,nan,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,rifampicin,bacillus anthracis str. sti,1.13,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,linezolid,bacillus anthracis str. sti,2.03,Indifferent,FICI,15793105,MYSWGUAQZAJSOK-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
ciprofloxacin,streptomycin,brucella melitensis,1.25,Indifference,FICI,24031207,MYSWGUAQZAJSOK-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
ciprofloxacin,vancomycin,flavobacterium meningosepticum,0.62,Additivity,FICI,9597247,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,piperacillin,pseudomonas aeruginosa,0.5,Synergy,FICI,33582141,MYSWGUAQZAJSOK-UHFFFAOYSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,nan,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,amoxycillin,salmonella typhi,0.5,Additivity,FICI,15255648,MYSWGUAQZAJSOK-UHFFFAOYSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,chlorhexidine,acinetobacter baumannii,0.5,Synergy,FICI,33731026,MYSWGUAQZAJSOK-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,nan,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
