Drug A,Drug B,Strain,Score,Interaction Type,Method,PMID,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
ciprofloxacin,fosfomycin,carbapenem,0.38,Synergy,FICI,33668905,MYSWGUAQZAJSOK-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
ciprofloxacin,rifampicin,escherichia coli bw25113,1.31,Antagonism,Loewe,26956793,MYSWGUAQZAJSOK-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,gentamicin,escherichia coli mg1655,1.22,Indifferent,FICI,32941420,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,gentamicin,escherichia coli mg1655,3.07,Antagonism,FICI,32941420,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,meropenem,flavobacterium meningosepticum,1,Indifferent,FICI,9597247,MYSWGUAQZAJSOK-UHFFFAOYSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,linezolid,flavobacterium meningosepticum,0.75,Additivity,FICI,9597247,MYSWGUAQZAJSOK-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
ciprofloxacin,gentamicin,pseudomonas aeruginosa pa14,1.97,Indifferent,FICI,32941420,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,gentamicin,pseudomonas aeruginosa pa14,1.67,Indifferent,FICI,32941420,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,gentamicin,staphylococcus atcc29213,0.31,Synergy,FICI,29554250,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,gentamicin,staphylococcus aureus atcc29213,1.45,Indifferent,FICI,32941420,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,gentamicin,staphylococcus aureus atcc29213,1.36,Indifferent,FICI,32941420,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,gentamicin,staphylococcus cns-j,2.06,Indifferent,FICI,29554250,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,colistin,stenotrophomonas maltophilia,0.53,Additivity,FICI,26551572,MYSWGUAQZAJSOK-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,nan,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
clarithromycin,rifampicin,rhodococcus equi 103s,0.84,Additivity,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clarithromycin,minocycline,rhodococcus equi 103s,0.46,Synergy,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
clarithromycin,rifampicin,rhodococcus equi ukvdl46,0.92,Additivity,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clarithromycin,minocycline,rhodococcus equi ukvdl46,0.42,Synergy,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
clarithromycin,rifampicin,rhodococcus equi ukvdl51,0.92,Additivity,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clarithromycin,minocycline,rhodococcus equi ukvdl51,0.67,Additivity,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
clarithromycin,rifampicin,rhodococcus equi ukvdl56,0.83,Additivity,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clarithromycin,minocycline,rhodococcus equi ukvdl56,0.46,Synergy,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
clarithromycin,rifampicin,rhodococcus equi ukvdl57,0.71,Additivity,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clarithromycin,minocycline,rhodococcus equi ukvdl57,0.38,Synergy,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
clarithromycin,rifampicin,rhodococcus equi ukvdl62,0.75,Additivity,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clarithromycin,minocycline,rhodococcus equi ukvdl62,0.47,Synergy,FICI,34480367,AGOYDEPGAOXOCK-KCBOHYOISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
clarithromycin,rifampicin,bacillus anthracis str. sterne,0.96,Additivity,FICI,15793105,AGOYDEPGAOXOCK-KCBOHYOISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clarithromycin,linezolid,bacillus anthracis str. sterne,2.13,Indifferent,FICI,15793105,AGOYDEPGAOXOCK-KCBOHYOISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
clarithromycin,rifampicin,bacillus anthracis str. sti,0.99,Additivity,FICI,15793105,AGOYDEPGAOXOCK-KCBOHYOISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clarithromycin,linezolid,bacillus anthracis str. sti,2.13,Indifferent,FICI,15793105,AGOYDEPGAOXOCK-KCBOHYOISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
clindamycin,penicillin g,bacillus anthracis str. sterne,1.5,Indifferent,FICI,15793105,KDLRVYVGXIQJDK-AWPVFWJPSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,linezolid,bacillus anthracis str. sterne,4.5,Antagonism,FICI,15793105,KDLRVYVGXIQJDK-AWPVFWJPSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
clindamycin,rifampicin,bacillus anthracis str. sterne,0.48,Synergy,FICI,15793105,KDLRVYVGXIQJDK-AWPVFWJPSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,penicillin g,bacillus anthracis str. sti,9.3,Antagonism,FICI,15793105,KDLRVYVGXIQJDK-AWPVFWJPSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,linezolid,bacillus anthracis str. sti,9,Antagonism,FICI,15793105,KDLRVYVGXIQJDK-AWPVFWJPSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
clindamycin,rifampicin,bacillus anthracis str. sti,0.48,Synergy,FICI,15793105,KDLRVYVGXIQJDK-AWPVFWJPSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,rifampicin,escherichia coli bw25113,-1,Synergy,Loewe,26956793,KDLRVYVGXIQJDK-AWPVFWJPSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,gentamicin,staphylococcus atcc29213,8.06,Antagonism,FICI,29554250,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,gentamicin,staphylococcus cns-j,32.06,Antagonism,FICI,29554250,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
colistin,meropenem,acinetobacter baumannii,0.37,Synergy,FICI,34169905,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,meropenem,multidrug-resistant acinetobacter baumannii,1.3,Indifference,FICI,29872329,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,meropenem,multidrug-resistant enterobacter cloacae,1.3,Indifference,FICI,29872329,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,meropenem,multidrug-resistant escherichia coli,2,Indifference,FICI,29872329,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,meropenem,multidrug-resistant klebsiella ornithinolytica,2,Indifference,FICI,29872329,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,meropenem,multidrug-resistant klebsiella oxytoca,2,Indifference,FICI,29872329,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,meropenem,multidrug-resistant klebsiella pneumoniae,2,Indifference,FICI,29872329,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,meropenem,multidrug-resistant pseudomonas aeruginosa,1.1,Indifference,FICI,29872329,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,meropenem,pseudomonas aeruginosa,1.16,Indifferent,FICI,34169905,YKQOSKADJPQZHB-RGYSVOEGSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,levofloxacin,stenotrophomonas maltophilia,0.5,Synergy,FICI,26551572,YKQOSKADJPQZHB-RGYSVOEGSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,moxifloxacin,stenotrophomonas maltophilia,0.56,Additivity,FICI,26551572,YKQOSKADJPQZHB-RGYSVOEGSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,nan,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,vancomycin,acinetobacter baumannii,0.28,Synergy,FICI,26503239,YKQOSKADJPQZHB-RGYSVOEGSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,vancomycin,acinetobacter baumannii,0.16,Synergy,FICI,26503239,YKQOSKADJPQZHB-RGYSVOEGSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,vancomycin,acinetobacter baumannii,0.27,Synergy,FICI,26503239,YKQOSKADJPQZHB-RGYSVOEGSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,vancomycin,acinetobacter baumannii,0.19,Synergy,FICI,26503239,YKQOSKADJPQZHB-RGYSVOEGSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,fosfomycin,carbapenem,0.56,Additivity,FICI,33668905,YKQOSKADJPQZHB-RGYSVOEGSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
colistin,fosfomycin,carbapenem,0.75,Additivity,FICI,33668905,YKQOSKADJPQZHB-RGYSVOEGSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
colistin,fosfomycin,carbapenem,0.63,Additivity,FICI,33668905,YKQOSKADJPQZHB-RGYSVOEGSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
colistin,rifampicin,extensive drug-resistant acinetobacter baumannii,0.51,Additivity,FICI,19942947,YKQOSKADJPQZHB-RGYSVOEGSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
d-cycloserine,vancomycin,enterococcus faecalis jh2-2 08048,3,Antagonism,FICI,32277698,DYDCUQKUCUHJBH-UWTATZPHSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
d-cycloserine,vancomycin,enterococcus faecalis v583,3,Antagonism,FICI,32277698,DYDCUQKUCUHJBH-UWTATZPHSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
d-cycloserine,vancomycin,enterococcus faecium 08048,3,Antagonism,FICI,32277698,DYDCUQKUCUHJBH-UWTATZPHSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
d-cycloserine,vancomycin,enterococcus faecium bi22,5,Antagonism,FICI,32277698,DYDCUQKUCUHJBH-UWTATZPHSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
d-cycloserine,vancomycin,staphylococcus aureus 16038,0.5,Synergy,FICI,32277698,DYDCUQKUCUHJBH-UWTATZPHSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
d-cycloserine,vancomycin,staphylococcus aureus t-sar12a,5,Antagonism,FICI,32277698,DYDCUQKUCUHJBH-UWTATZPHSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
d-cycloserine,vancomycin,staphylococcus aureus t-sar12b,3,Antagonism,FICI,32277698,DYDCUQKUCUHJBH-UWTATZPHSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
daptomycin,linezolid,enterococcus faecalis 1693,2,Indifferent,FICI,27873692,DOAKLVKFURWEDJ-QCMAZARJSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('DOAKLVKFURWEDJ-QCMAZARJSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
daptomycin,linezolid,enterococcus faecalis br,<0.5,Synergy,FICI,27873692,DOAKLVKFURWEDJ-QCMAZARJSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('DOAKLVKFURWEDJ-QCMAZARJSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
daptomycin,linezolid,enterococcus faecalis d366,<0.5,Synergy,FICI,27873692,DOAKLVKFURWEDJ-QCMAZARJSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('DOAKLVKFURWEDJ-QCMAZARJSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
daptomycin,linezolid,enterococcus faecalis ub,0.53,Additivity,FICI,27873692,DOAKLVKFURWEDJ-QCMAZARJSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('DOAKLVKFURWEDJ-QCMAZARJSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
daptomycin,rifampicin,methicillin-resistant staphylococcus aureus,2,Indifference,FICI,28735049,DOAKLVKFURWEDJ-QCMAZARJSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('DOAKLVKFURWEDJ-QCMAZARJSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
daptomycin,gentamicin,methicillin-resistant staphylococcus aureus,0.5,Synergy,FICI,28735049,DOAKLVKFURWEDJ-QCMAZARJSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'DOAKLVKFURWEDJ-QCMAZARJSA-N')"
daptomycin,fosfomycin,methicillin-resistant staphylococcus aureus,0.2,Synergy,FICI,28735049,DOAKLVKFURWEDJ-QCMAZARJSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('DOAKLVKFURWEDJ-QCMAZARJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
daptomycin,fusidic acid,methicillin-resistant staphylococcus aureus,2,Indifference,FICI,28735049,DOAKLVKFURWEDJ-QCMAZARJSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,nan,"('DOAKLVKFURWEDJ-QCMAZARJSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
daptomycin,fosfomycin,enterococcus faecium,0.5,Synergy,FICI,33130503,DOAKLVKFURWEDJ-QCMAZARJSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('DOAKLVKFURWEDJ-QCMAZARJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
daptomycin,gentamicin,staphylococcus atcc29213,0.75,Additivity,FICI,29554250,DOAKLVKFURWEDJ-QCMAZARJSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'DOAKLVKFURWEDJ-QCMAZARJSA-N')"
daptomycin,gentamicin,staphylococcus cns-j,0.75,Additivity,FICI,29554250,DOAKLVKFURWEDJ-QCMAZARJSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'DOAKLVKFURWEDJ-QCMAZARJSA-N')"
doripenem,fosfomycin,carbapenem,0.52,Additivity,FICI,33668905,AVAACINZEOAHHE-VFZPANTDSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('AVAACINZEOAHHE-VFZPANTDSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
doripenem,fosfomycin,carbapenem,0.75,Additivity,FICI,33668905,AVAACINZEOAHHE-VFZPANTDSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,nan,"('AVAACINZEOAHHE-VFZPANTDSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
ertapenem,meropenem,enterobacter cloacae complex hoffmann cluster iv,0.75,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,enterobacter hormaechei,0.56,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,escherichia coli tum15665,0.75,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,escherichia coli tum15671,0.63,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,klebsiella aerogenes tum15663,0.63,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,klebsiella aerogenes tum15664,0.63,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,klebsiella aerogenes tum15666,0.75,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,klebsiella pneumoniae baa-1705,0.75,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,klebsiella pneumoniae tum15667,0.53,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
